,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
72,Smartvote,Original,Train,80,Test,80,Baseline,Mean,Fit,1.0,3.9923339757889986e-18
73,Smartvote,Original,Train,80,Test,80,Baseline,Mean,Impute,0.6638505747126437,0.3691512182544445
74,Smartvote,Original,Train,80,Test,80,Baseline,Mean,Overall,0.7310804597701149,0.2953209746035556
75,Smartvote,Original,Train,90,Train,90,Baseline,Mean,Fit,1.0,4.175825626816941e-18
76,Smartvote,Original,Train,90,Train,90,Baseline,Mean,Impute,0.6693352433451802,0.3665418368131326
77,Smartvote,Original,Train,90,Train,90,Baseline,Mean,Overall,0.7001972872996302,0.3323312653772402
78,Smartvote,Original,Train,90,Test,90,Baseline,Mean,Fit,1.0,3.944519868011602e-18
79,Smartvote,Original,Train,90,Test,90,Baseline,Mean,Impute,0.668002028397566,0.36810279710534494
80,Smartvote,Original,Train,90,Test,90,Baseline,Mean,Overall,0.6989885057471265,0.3337465360421794
81,Smartvote,Original,Train,50,Train,50,Baseline,Mean,Fit,1.0,3.9622071744473656e-18
82,Smartvote,Original,Train,50,Train,50,Baseline,Mean,Impute,0.673388928548251,0.36397233340835466
83,Smartvote,Original,Train,50,Train,50,Baseline,Mean,Overall,0.8345170571311138,0.1844126489268997
84,Smartvote,Original,Train,50,Test,50,Baseline,Mean,Fit,1.0,3.5848987400659165e-18
85,Smartvote,Original,Train,50,Test,50,Baseline,Mean,Impute,0.6638838475499093,0.36625695305345274
86,Smartvote,Original,Train,50,Test,50,Baseline,Mean,Overall,0.8297011494252873,0.18557018954708274
0,Smartvote,Binary,Train,60,Train,60,Baseline,Mean,Fit,1.0,0.0
1,Smartvote,Binary,Train,60,Train,60,Baseline,Mean,Impute,0.6786683107274969,0.4557622785112093
2,Smartvote,Binary,Train,60,Train,60,Baseline,Mean,Overall,0.8072009864364982,0.2734573671067256
3,Smartvote,Binary,Train,60,Test,60,Baseline,Mean,Fit,1.0,0.0
4,Smartvote,Binary,Train,60,Test,60,Baseline,Mean,Impute,0.678544061302682,0.4539253652162005
5,Smartvote,Binary,Train,60,Test,60,Baseline,Mean,Overall,0.8071264367816091,0.2723552191297203
6,Smartvote,Binary,Train,70,Train,70,Baseline,Mean,Fit,1.0,0.0
7,Smartvote,Binary,Train,70,Train,70,Baseline,Mean,Impute,0.6785900597552879,0.45552777234331265
8,Smartvote,Binary,Train,70,Train,70,Baseline,Mean,Overall,0.7771557747636663,0.3158325888246968
9,Smartvote,Binary,Train,70,Test,70,Baseline,Mean,Fit,1.0,0.0
10,Smartvote,Binary,Train,70,Test,70,Baseline,Mean,Impute,0.6767241379310345,0.45481568715901394
11,Smartvote,Binary,Train,70,Test,70,Baseline,Mean,Overall,0.7758620689655172,0.31533887643024966
12,Smartvote,Binary,Train,10,Train,10,Baseline,Mean,Fit,1.0,0.0
13,Smartvote,Binary,Train,10,Train,10,Baseline,Mean,Impute,0.6854192355117139,0.45202001317241364
14,Smartvote,Binary,Train,10,Train,10,Baseline,Mean,Overall,0.9664447184545828,0.048215468071724124
15,Smartvote,Binary,Train,10,Test,10,Baseline,Mean,Fit,1.0,0.0
16,Smartvote,Binary,Train,10,Test,10,Baseline,Mean,Impute,0.671551724137931,0.4546390868525102
17,Smartvote,Binary,Train,10,Test,10,Baseline,Mean,Overall,0.9649655172413792,0.04849483593093443
18,Smartvote,Binary,Train,0,Train,0,Baseline,Mean,Fit,1.0,0.0
19,Smartvote,Binary,Train,0,Train,0,Baseline,Mean,Impute,,
20,Smartvote,Binary,Train,0,Train,0,Baseline,Mean,Overall,1.0,0.0
21,Smartvote,Binary,Train,0,Test,20,Baseline,Mean,Fit,1.0,0.0
22,Smartvote,Binary,Train,0,Test,20,Baseline,Mean,Impute,0.68183908045977,0.4540548049890329
23,Smartvote,Binary,Train,0,Test,20,Baseline,Mean,Overall,0.9363678160919541,0.09081096099780658
24,Smartvote,Binary,Train,0,Test,30,Baseline,Mean,Fit,1.0,0.0
25,Smartvote,Binary,Train,0,Test,30,Baseline,Mean,Impute,0.6810344827586207,0.4536294973852962
26,Smartvote,Binary,Train,0,Test,30,Baseline,Mean,Overall,0.9064367816091954,0.13306465256635355
27,Smartvote,Binary,Train,0,Test,40,Baseline,Mean,Fit,1.0,0.0
28,Smartvote,Binary,Train,0,Test,40,Baseline,Mean,Impute,0.673448275862069,0.4560427640207684
29,Smartvote,Binary,Train,0,Test,40,Baseline,Mean,Overall,0.8693793103448275,0.18241710560830737
30,Smartvote,Binary,Train,0,Test,80,Baseline,Mean,Fit,1.0,0.0
31,Smartvote,Binary,Train,0,Test,80,Baseline,Mean,Impute,0.6775862068965517,0.45547377900669944
32,Smartvote,Binary,Train,0,Test,80,Baseline,Mean,Overall,0.7420689655172413,0.3643790232053596
33,Smartvote,Binary,Train,0,Test,90,Baseline,Mean,Fit,1.0,0.0
34,Smartvote,Binary,Train,0,Test,90,Baseline,Mean,Impute,0.6788539553752535,0.4544646672515079
35,Smartvote,Binary,Train,0,Test,90,Baseline,Mean,Overall,0.7088275862068966,0.4120479649747005
36,Smartvote,Binary,Train,0,Test,50,Baseline,Mean,Fit,1.0,0.0
37,Smartvote,Binary,Train,0,Test,50,Baseline,Mean,Impute,0.6737749546279492,0.45498633611445577
38,Smartvote,Binary,Train,0,Test,50,Baseline,Mean,Overall,0.8347126436781609,0.23052641029799095
39,Smartvote,Binary,Train,0,Test,60,Baseline,Mean,Fit,1.0,0.0
40,Smartvote,Binary,Train,0,Test,60,Baseline,Mean,Impute,0.679463601532567,0.4535776432191605
41,Smartvote,Binary,Train,0,Test,60,Baseline,Mean,Overall,0.8076781609195403,0.27214658593149627
42,Smartvote,Binary,Train,0,Test,0,Baseline,Mean,Fit,1.0,0.0
43,Smartvote,Binary,Train,0,Test,0,Baseline,Mean,Impute,,
44,Smartvote,Binary,Train,0,Test,0,Baseline,Mean,Overall,1.0,0.0
45,Smartvote,Binary,Train,0,Test,70,Baseline,Mean,Fit,1.0,0.0
46,Smartvote,Binary,Train,0,Test,70,Baseline,Mean,Impute,0.678183023872679,0.4544859261516475
47,Smartvote,Binary,Train,0,Test,70,Baseline,Mean,Overall,0.7768735632183907,0.31511024213180894
48,Smartvote,Binary,Train,0,Test,10,Baseline,Mean,Fit,1.0,0.0
49,Smartvote,Binary,Train,0,Test,10,Baseline,Mean,Impute,0.671551724137931,0.45456437264565047
50,Smartvote,Binary,Train,0,Test,10,Baseline,Mean,Overall,0.9649655172413792,0.048486866415536053
51,Smartvote,Binary,Train,20,Train,20,Baseline,Mean,Fit,1.0,0.0
52,Smartvote,Binary,Train,20,Train,20,Baseline,Mean,Impute,0.6830661734484176,0.4535557728522013
53,Smartvote,Binary,Train,20,Train,20,Baseline,Mean,Overall,0.9366132346896836,0.09071115457044027
54,Smartvote,Binary,Train,20,Test,20,Baseline,Mean,Fit,1.0,0.0
55,Smartvote,Binary,Train,20,Test,20,Baseline,Mean,Impute,0.6802298850574713,0.4541044882416513
56,Smartvote,Binary,Train,20,Test,20,Baseline,Mean,Overall,0.9360459770114943,0.09082089764833026
57,Smartvote,Binary,Train,30,Train,30,Baseline,Mean,Fit,1.0,0.0
58,Smartvote,Binary,Train,30,Train,30,Baseline,Mean,Impute,0.6792680192803497,0.4556991573301373
59,Smartvote,Binary,Train,30,Train,30,Baseline,Mean,Overall,0.9059186189889026,0.1336717528168403
60,Smartvote,Binary,Train,30,Test,30,Baseline,Mean,Fit,1.0,0.0
61,Smartvote,Binary,Train,30,Test,30,Baseline,Mean,Impute,0.6810344827586207,0.45374169076442566
62,Smartvote,Binary,Train,30,Test,30,Baseline,Mean,Overall,0.9064367816091954,0.13309756262423153
63,Smartvote,Binary,Train,40,Train,40,Baseline,Mean,Fit,1.0,0.0
64,Smartvote,Binary,Train,40,Train,40,Baseline,Mean,Impute,0.6818125770653514,0.4544428773098252
65,Smartvote,Binary,Train,40,Train,40,Baseline,Mean,Overall,0.8727250308261405,0.1817771509239301
66,Smartvote,Binary,Train,40,Test,40,Baseline,Mean,Fit,1.0,0.0
67,Smartvote,Binary,Train,40,Test,40,Baseline,Mean,Impute,0.673448275862069,0.45610849829825606
68,Smartvote,Binary,Train,40,Test,40,Baseline,Mean,Overall,0.8693793103448275,0.18244339931930242
69,Smartvote,Binary,Train,80,Train,80,Baseline,Mean,Fit,1.0,0.0
70,Smartvote,Binary,Train,80,Train,80,Baseline,Mean,Impute,0.6787402383888204,0.45581537787584714
71,Smartvote,Binary,Train,80,Train,80,Baseline,Mean,Overall,0.7429921907110563,0.36465230230067774
72,Smartvote,Binary,Train,80,Test,80,Baseline,Mean,Fit,1.0,0.0
73,Smartvote,Binary,Train,80,Test,80,Baseline,Mean,Impute,0.6748275862068965,0.4563709487240379
74,Smartvote,Binary,Train,80,Test,80,Baseline,Mean,Overall,0.7398620689655172,0.36509675897923033
75,Smartvote,Binary,Train,90,Train,90,Baseline,Mean,Fit,1.0,0.0
76,Smartvote,Binary,Train,90,Train,90,Baseline,Mean,Impute,0.6776855008341192,0.45670009732972033
77,Smartvote,Binary,Train,90,Train,90,Baseline,Mean,Overall,0.7077681874229347,0.41407475491227974
78,Smartvote,Binary,Train,90,Test,90,Baseline,Mean,Fit,1.0,0.0
79,Smartvote,Binary,Train,90,Test,90,Baseline,Mean,Impute,0.6762677484787019,0.4560140598498166
80,Smartvote,Binary,Train,90,Test,90,Baseline,Mean,Overall,0.7064827586206897,0.413452747597167
81,Smartvote,Binary,Train,50,Train,50,Baseline,Mean,Fit,1.0,0.0
82,Smartvote,Binary,Train,50,Train,50,Baseline,Mean,Impute,0.6826692192874294,0.45403982495466205
83,Smartvote,Binary,Train,50,Train,50,Baseline,Mean,Overall,0.8392190711056309,0.23004684464369546
84,Smartvote,Binary,Train,50,Test,50,Baseline,Mean,Fit,1.0,0.0
85,Smartvote,Binary,Train,50,Test,50,Baseline,Mean,Impute,0.6737749546279492,0.45510108906190966
86,Smartvote,Binary,Train,50,Test,50,Baseline,Mean,Overall,0.8347126436781609,0.23058455179136758
0,Synthetic_60_50,Original,Train,60,Train,60,Baseline,Mean,Fit,1.0,2.533725810203382e-18
1,Synthetic_60_50,Original,Train,60,Train,60,Baseline,Mean,Impute,0.65625,0.3472184556508923
2,Synthetic_60_50,Original,Train,60,Train,60,Baseline,Mean,Overall,0.79375,0.2083310733905354
3,Synthetic_60_50,Original,Train,60,Test,60,Baseline,Mean,Fit,1.0,5.551115123125783e-18
4,Synthetic_60_50,Original,Train,60,Test,60,Baseline,Mean,Impute,0.6461111111111111,0.3559875723717139
5,Synthetic_60_50,Original,Train,60,Test,60,Baseline,Mean,Overall,0.7876666666666667,0.21359254342302833
6,Synthetic_60_50,Original,Train,70,Train,70,Baseline,Mean,Fit,1.0,3.2049378106392735e-18
