,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
149,Smartvote,Binary,Train,20,Test,20,NOMINATE,IRT,Overall,0.8278160919540231,0.3562466993598026
150,Smartvote,Original,Train,30,Train,30,NOMINATE,IRT,Fit,0.83452760393644,0.2676546377115105
151,Smartvote,Original,Train,30,Train,30,NOMINATE,IRT,Impute,0.8108395919739939,0.280227712606204
152,Smartvote,Original,Train,30,Train,30,NOMINATE,IRT,Overall,0.8275791204274558,0.2713427396806206
153,Smartvote,Binary,Train,30,Train,30,NOMINATE,IRT,Fit,0.83452760393644,0.3534796627142991
154,Smartvote,Binary,Train,30,Train,30,NOMINATE,IRT,Impute,0.8108395919739939,0.36967403495257584
155,Smartvote,Binary,Train,30,Train,30,NOMINATE,IRT,Overall,0.8275791204274558,0.35823001190419357
156,Smartvote,Original,Train,30,Test,30,NOMINATE,IRT,Fit,0.8270657124268055,0.2702448442610327
157,Smartvote,Original,Train,30,Test,30,NOMINATE,IRT,Impute,0.8108150470219435,0.28202593198320275
158,Smartvote,Original,Train,30,Test,30,NOMINATE,IRT,Overall,0.8222988505747126,0.2737006299928692
159,Smartvote,Binary,Train,30,Test,30,NOMINATE,IRT,Fit,0.8270657124268055,0.35313751047663855
160,Smartvote,Binary,Train,30,Test,30,NOMINATE,IRT,Impute,0.8108150470219435,0.36834436000689985
161,Smartvote,Binary,Train,30,Test,30,NOMINATE,IRT,Overall,0.8222988505747126,0.35759818633884854
