,x,y
1085,5.3577156,-6.608211
1086,1.198886,3.0214367
1087,2.2274985,-0.37032288
1088,-0.86057127,1.9914098
1090,4.1740184,1.1239437
1091,8.911807,2.6049259
1092,9.048429,-2.3167524
1093,7.240852,-0.36277544
1094,-2.2216449,1.8799798
1095,-0.68107426,3.0046563
1096,5.7450056,0.636691
1098,-3.782409,4.8867354
1099,-2.2620535,3.2715988
1100,3.4004378,4.2697783
1101,7.093887,3.6075315
1102,2.7347012,0.97605187
1103,2.9311688,-0.4285031
1104,1.1914994,0.2041708
1105,3.3072116,2.9686058
1106,-2.9645956,3.1239264
1107,9.99223,-12.912371
1108,2.8043969,3.661658
1109,2.566246,-1.5766497
1110,0.9018003,-1.3435459
1111,6.425769,0.73784053
1113,11.719776,-4.727434
1114,5.1215715,1.0403156
1115,3.9146402,0.33141857
1116,11.986126,-11.412978
1117,1.4191413,0.29554826
1118,13.370946,-14.096147
1119,2.084374,-4.4549484
1120,-4.7506814,8.364178
1121,6.3847704,0.0747741
1122,2.838799,0.80589616
1123,1.1815934,-0.49063277
1124,2.539519,-1.2192795
1125,4.1247525,0.48042426
1126,9.748759,-12.227348
1127,14.963434,-12.9237385
1128,11.810166,-13.032258
1129,0.92029023,-0.9119063
1130,7.745797,-7.993637
1131,9.112956,-11.321111
1133,7.8871903,-9.18401
1135,-0.7862263,0.13347477
1136,-7.4123745,5.0215855
1137,0.35580495,4.289417
1140,1.303423,5.772012
1141,3.137736,2.6986172
1142,3.671538,-1.9759667
1143,2.0675716,0.35486615
1145,1.706049,0.2567312
1146,0.8612027,-2.019673
1147,3.8923883,-2.6463573
1148,6.314117,-6.7484937
1149,8.77156,-6.0593433
1150,11.571614,-9.834566
1151,12.177275,-8.078276
1152,11.643851,-10.701565
1153,14.688738,-11.587013
1154,13.955558,-11.409721
1155,11.115848,-11.272472
1156,6.1663866,-7.8282394
1157,12.3069315,-11.288931
1158,11.163234,-9.878971
1159,3.3960853,-5.350604
1160,11.60726,-12.161389
1161,9.139879,-11.153131
1162,-6.5379705,7.585187
1163,-2.9748628,8.24057
1165,1.3497034,1.39323
