,x,y
342,-0.6615958,-0.05614479
343,-0.9288946,0.35852623
344,0.724239,0.3789671
345,-0.27986348,0.94758654
346,0.66242635,0.8705588
347,0.019888233,-1.2253896
348,0.4164547,-1.0661291
351,-0.23817651,-1.0530871
352,-0.4990749,1.4078261
353,0.98656243,1.0894254
354,-0.08543807,1.9403747
355,-0.5145318,0.26923785
356,1.6741363,-0.07908773
358,1.0509866,1.0196455
359,0.59353185,1.0293505
360,-0.80532163,0.121141404
361,0.13430254,0.2957022
362,-0.006442584,-0.13092186
363,1.2497799,0.35960343
364,0.035727907,-1.0320084
365,-0.11454007,-1.3651797
366,1.2221327,-0.078793004
367,-0.46219802,-0.2946533
369,-0.38920406,-0.06545195
370,1.7983221,-0.08511587
371,1.3683064,-0.2583716
372,1.1448716,-0.8005045
373,1.6069998,0.27519584
374,-0.5482727,-1.524345
375,-0.28517485,-1.3435248
376,0.6854815,-0.024988811
377,0.6914443,-0.44938144
378,0.7414534,-0.96920776
379,0.22087912,-1.4268471
380,-0.74265236,0.30340195
381,-0.55902725,0.12087484
383,0.89284754,1.5645366
385,0.7213654,0.16165926
386,-0.7177554,0.20632896
387,-1.0251174,0.17073555
388,-0.7723971,0.9348082
389,-0.04309741,-1.2203364
390,-0.18623354,-1.3126727
391,-0.47986636,-0.47406068
392,-0.02614613,0.115617394
394,1.3050929,-0.13930753
395,1.3830276,0.16114289
396,0.42777964,-0.82302564
397,-1.2119095,1.0761374
398,0.35751024,-1.3239474
399,-0.18859486,-0.67453694
400,-0.16938008,0.95739394
402,-1.0151001,-0.6720673
403,-0.17323078,-1.2987367
404,0.17943044,-0.021129228
406,-0.2021688,-0.49833822
407,0.41774902,-1.0679456
408,-0.42212585,-1.1091108
409,-0.087778375,-0.76536095
411,-0.43955892,-1.2885262
413,-0.07157533,-1.1871178
415,-0.8184792,0.37780115
416,1.5410241,0.11764188
418,-0.011531578,1.5583947
419,1.4128685,0.934425
420,0.3773881,0.50574785
421,0.88595325,0.6495649
422,-0.9903422,0.5765711
423,1.237301,1.1810681
424,0.4104844,0.0076817023
425,0.14156637,-0.38854817
426,0.30117294,-0.9644409
427,-0.20245601,-1.5067471
428,-0.11476664,-1.1139501
429,-0.51038444,-1.3955537
430,-0.051459823,-1.6741074
431,-0.08045077,-1.3185201
432,0.029213164,-1.6708392
433,0.03439145,1.9641845
434,-0.21962422,1.9799528
435,-0.38494104,1.8171458
436,1.8115791,0.22621055
437,-0.7978639,1.4865487
438,0.5479951,-1.4268367
439,-0.3223653,1.2114177
440,-0.35024258,1.306804
441,0.2349887,0.08790947
443,0.34406918,-0.006435713
444,1.3021702,-0.16298288
445,1.2107717,0.07022773
446,-0.3433958,1.0619802
447,1.4187385,-0.017991103
448,1.0647209,-0.30916905
449,1.3682971,0.06677058
450,1.4279953,0.0047357874
451,-1.2620629,1.5914658
452,0.35578907,-0.0991326
453,0.7805499,-0.5123946
454,-0.22784002,-1.3276085
455,-0.9785771,0.08603224
457,0.44139394,0.19023846
458,0.10429549,-1.2892286
461,-0.03180923,0.3831848
462,1.0207881,1.449922
463,0.8066234,0.9544408
464,-0.20481573,0.2789743
465,-1.360614,-0.091551684
466,0.3965761,0.43196017
467,0.816841,-0.30811143
468,-0.46460107,-1.3495294
469,0.14499381,-0.8446267
470,0.1833131,-1.6363748
471,-0.37916735,-1.2097747
472,-0.6920826,-0.97468257
473,0.4395295,-0.83509314
474,1.1381726,1.2254517
475,-0.559515,1.5754837
476,-0.59491146,2.5598834
477,0.5713477,0.55276626
478,0.6801096,0.06793427
479,0.10999955,-1.5115868
480,0.82227594,1.126896
481,-1.0640006,-0.021391993
482,-1.3024676,1.3405114
483,-0.21307322,-0.9870308
484,0.46974105,-1.6063343
485,0.7658665,1.6102475
486,0.9738757,-0.64983505
487,0.3905246,0.9556136
488,-0.8776332,0.20663483
489,-1.1219945,1.4321555
490,-0.68188506,-0.7231634
491,0.08846997,-1.2009976
492,0.2150702,-1.6521568
493,-0.32214814,-1.2429675
494,-0.17666912,-1.463228
495,-0.74591726,1.6467581
496,-0.75637496,1.8412704
498,-0.8982068,0.66555846
499,0.22627743,-0.41364616
500,-0.4515395,0.771544
503,-1.1674945,0.22027183
504,-0.5459361,2.1636198
505,-0.41836968,-1.4736128
506,0.89359343,0.9125059
510,-1.3394872,0.32408625
511,-0.3600838,0.014090645
512,-1.0142877,0.17892325
513,-1.1212926,0.05580828
514,-0.07358296,-0.059111074
516,-0.64075786,0.23529728
517,-0.3974071,-0.8183084
518,-0.3060142,-1.2897264
519,-0.7179155,-1.3649869
520,0.18171683,-1.1773142
521,-0.79943293,1.8491071
522,0.34705588,0.6783927
523,-1.10933,-0.07135175
524,-0.59779847,1.633461
525,-0.48477954,-1.3786588
526,1.0451094,0.8164157
527,-0.023183506,0.07794966
528,-1.2743047,1.2253639
529,0.156699,-1.0509791
531,-0.5224234,-1.407892
532,0.5192494,1.1230615
533,1.2672759,0.16949053
534,1.5608478,0.5744941
535,0.36525142,-0.24926706
536,1.3610702,0.07297995
537,-0.21805052,0.035204392
538,1.3984785,0.42632604
539,-0.95006657,-0.43003038
541,0.26774877,0.16710383
542,-0.20837988,-0.76759136
543,1.2569802,-0.36060324
544,1.5923693,-0.17841299
545,1.3019683,-0.18543693
546,-0.5743337,1.3327513
547,-0.9537553,0.0048526432
548,1.3673295,0.8233756
550,-0.8455877,0.3146928
551,-0.44571796,-0.07019713
552,-0.7499503,-0.1587968
553,0.4093688,-1.2912633
554,0.39538673,0.3151722
555,0.7450162,-1.3013719
557,-0.14906117,-0.9463406
558,-0.016864965,2.180262
559,0.76144564,1.0328685
560,0.75122434,0.736916
562,1.3804274,-0.18359192
563,-0.27806935,1.3197815
564,-0.5149104,1.6032463
565,-0.5264594,2.0768425
566,0.8662347,1.2068009
567,1.2796695,0.63300824
568,-0.962707,2.2215705
569,1.012223,0.12730178
570,0.8439559,-0.32918364
571,-0.72804105,1.2478007
572,-1.0774926,-0.47207683
573,1.2256364,-0.3415056
574,0.77444834,-0.25065604
575,-0.4334821,-1.2079203
577,1.5698502,0.03007241
578,-0.06954202,-0.64245963
579,0.8293268,0.1930774
580,-0.7747671,-0.15367416
581,-0.4357132,-1.3997805
582,-1.2708187,1.670808
583,-0.61609745,1.3868502
584,0.57119626,-0.52664185
585,1.2598796,0.2150977
586,1.6117191,1.1046826
587,1.1254429,1.5634508
588,0.015828788,-0.08541243
589,-1.005079,0.75095356
591,-0.6780968,0.123639375
593,0.22802545,-1.3493173
594,0.47637373,-1.438703
595,0.1846349,-1.3714879
596,-0.44819453,-1.2177942
597,-0.43096384,-1.4623381
599,0.4171101,1.3817152
600,0.90619737,0.9658772
601,0.24427141,-0.11824188
602,1.078279,0.22492251
603,1.4905057,0.26422432
604,-0.7972351,-0.24148263
605,1.0400414,0.66029084
606,0.10256016,-0.17164804
607,-0.07040258,0.1092542
608,-1.6102096,0.17482084
609,0.76198024,0.85599655
610,-1.0841149,1.7267905
611,1.13307,0.7279074
612,0.31012264,-0.8740136
613,1.0474284,1.0360383
614,-0.11555134,-0.5966373
615,-0.09355368,-0.06274882
616,0.05459441,-0.27506432
617,1.0088902,-0.17207368
618,-0.22568063,2.167566
619,0.06630592,0.100742854
620,0.81909525,-0.0995918
621,0.44463277,-1.033577
622,-0.19818032,-1.6200997
623,0.027626168,0.57744604
624,-1.4569739,1.7367561
625,1.0676636,-0.32729986
626,-0.5571126,0.15427269
627,-1.687376,0.32191572
629,1.2320093,1.1874443
630,0.86351126,0.014583309
632,0.22193538,-1.4946111
633,-0.12254003,-1.358791
634,0.035468232,-0.91506106
635,0.040290233,-1.302236
636,0.2923695,-1.3891672
637,0.33848757,1.3044246
638,1.1140953,0.21427043
639,0.9923064,-0.20419206
640,1.5237155,0.12805338
641,1.3289037,-0.17686671
642,-0.52870363,1.5687604
643,0.09838322,1.5463371
645,-1.5151478,0.76650804
646,-0.3317023,1.969606
647,0.33992496,0.78964853
648,-0.12854989,-1.2423884
649,0.3431515,-0.041488197
650,1.7192233,0.5235169
651,-1.2028569,0.57706237
652,0.60657036,0.4183651
653,-0.82894635,-0.2757576
656,1.1748619,-0.18517037
657,-0.046909742,-0.0091454135
658,-0.5941361,0.20264842
659,-0.7154916,0.20979388
661,0.9049148,0.28498596
662,1.6324847,0.89735144
663,1.5576222,-0.18318667
664,-0.27942032,-1.5002522
665,1.190346,0.5316365
666,-0.14458355,-1.5584571
667,-0.019590134,0.26473022
668,0.8329426,-0.1962171
669,0.96080095,-0.18665479
671,0.110728964,-0.90751797
673,-1.15626,-0.13302027
674,-0.41193554,0.15698506
675,1.4192111,0.8141996
676,-0.8560212,0.23318596
677,0.66245776,0.07654198
678,-1.3293784,0.49819148
679,-0.85732776,0.39696592
680,-0.37588537,-0.12403066
681,-0.13755062,-1.431733
682,-0.7086606,2.640851
683,-0.10139394,1.9392169
684,1.0441464,1.141811
685,-0.15433471,1.3327495
686,1.6884792,-0.0728023
689,-0.7081887,-0.17525706
690,-0.4729939,-0.48765397
691,-0.2662915,-0.039507356
692,0.6742146,0.0711126
694,0.86706686,0.34354866
695,0.10950215,-1.162166
696,0.028383236,0.47530165
697,-1.05242,0.09016499
699,0.3893529,-0.20947395
700,0.8364499,0.049390085
701,1.6148711,0.016576596
702,-0.3150239,-1.3625103
703,0.2030769,-1.3674594
704,-0.26369786,-1.5645273
705,-0.3388446,-0.90856886
707,1.4151827,0.5059072
708,1.5085937,-0.08842384
709,-1.0775455,0.09635475
711,-0.9552391,1.6568651
712,-0.39441553,-1.066204
713,1.7979567,0.75582236
715,0.5413511,1.3185346
718,0.13006403,-1.4143512
719,0.39842576,-0.8649357
720,-0.015319614,-0.97103137
721,-0.56057453,-0.9980441
722,0.35990697,-1.0202984
723,0.24297033,-1.113784
724,0.67155516,-0.83317155
725,0.22932981,-1.4462763
727,0.47228748,0.90206444
728,-0.5701971,-1.0627202
729,0.0044337176,-1.6740291
730,0.43596053,0.70333505
731,1.1890614,0.5416083
732,0.78049517,0.5894955
733,0.19214326,0.5376267
735,1.4704742,-0.28251803
737,-0.35907435,1.6161624
738,0.2848668,-0.3859016
739,1.3164511,1.1660498
740,-0.19547893,-0.8934562
741,0.18641186,0.006211077
742,-1.055549,1.8042842
743,-1.5123307,0.72928643
744,0.81476694,0.44571483
746,-0.21711546,0.33366302
747,0.00088429824,-0.6257202
748,-0.2284065,0.34008074
749,-0.30009332,1.0053723
750,0.21821795,-1.1855786
751,0.5854483,0.20028912
752,0.64297086,-0.09023977
753,0.98282236,1.0197848
754,1.6341383,0.6703744
755,-0.37864217,0.38765
756,-0.62499136,0.32489344
757,-1.4568316,0.18965949
758,0.62746465,-0.5366233
759,-0.19503888,-1.0443143
760,-0.39073762,-0.5056579
761,0.2228985,-0.9930593
764,0.79704773,0.40657687
765,0.777001,0.73938954
766,-0.32295305,-0.15536967
768,0.39888313,-0.2683654
769,0.6297202,0.93055815
770,-0.67886907,1.4798609
771,0.67260194,0.85194623
772,0.30814338,1.4037644
773,1.2156559,1.3336514
774,-0.36056808,0.075940326
775,0.22118427,0.13322942
776,-1.3386756,1.3038785
777,0.5930753,-0.1405749
778,0.64238924,-0.019133449
779,1.3563753,0.63067406
780,1.378195,0.17364176
781,-0.03572082,-1.1777058
783,1.1706475,0.30140707
784,0.9493949,-0.44175085
785,0.14152496,-1.2367787
787,1.4313587,-0.008196391
788,0.941536,-0.14555871
789,-0.5047252,1.646923
791,-0.26651558,-1.133487
792,0.013067167,-1.1899561
793,-0.5931538,0.8456182
794,-0.34417215,-1.1023453
795,-0.2592862,-1.403961
796,-0.016525162,-1.3684843
797,-0.9964074,1.472171
798,-0.443168,1.2774869
801,1.0970923,1.2179431
802,-0.3062542,0.5061949
803,1.024897,0.3088603
804,0.30608478,1.2481622
805,-0.5116879,-0.124060355
806,-0.43507665,0.10652246
807,-1.3071084,0.20569153
808,-1.0215284,0.408136
809,0.28184316,0.11845231
810,0.79660845,0.070951656
811,0.16361171,-1.1250261
813,-0.38618076,-1.1600546
814,0.5967307,-0.8760065
815,-1.3566886,-0.14120829
816,-0.2540725,-0.66870236
818,-0.32181174,-1.1656485
820,-0.36698186,2.2418685
821,-0.19571182,2.6675055
822,-0.31075314,1.7912482
823,1.0482892,0.84101665
824,0.5004381,1.0332838
825,-0.066348456,1.8109995
826,0.90999764,-0.36511534
827,-1.1606042,1.5714365
829,0.5894002,0.026233263
830,0.861058,0.94282895
832,0.41093916,-0.4909585
833,0.27036312,0.5127889
834,-0.26533136,-0.8751973
835,-0.13634579,-0.22415595
836,0.71303916,-0.7642083
837,-0.46816936,1.4617145
838,-0.3741206,-1.3864275
839,-0.26382253,-1.4420577
840,-0.048783556,-1.41833
841,-0.44892263,-1.6385529
842,0.8012136,0.56996316
843,1.6335483,-0.07242586
844,0.7502361,-0.6386455
845,-0.9332913,1.8564756
847,-0.7785029,-1.0598521
848,1.4460707,0.009441008
849,1.1433877,-0.2753471
850,0.26594865,0.20002568
851,1.5585005,-0.097445324
852,0.31307858,0.56126475
853,-1.060813,0.8308643
855,0.06005584,1.2049083
856,1.7365959,0.6974137
857,1.4061064,0.8783432
858,0.678296,1.1120454
859,-1.3069345,-0.034976743
860,-0.20530188,1.3958969
861,0.42008647,0.15815356
862,-0.5587327,-0.35032573
863,-0.46289402,-0.093074925
866,0.15604417,-1.5263115
867,-0.29266727,-0.9383862
868,0.1330925,-0.9627445
869,-0.06346646,2.0936525
870,-0.48724738,0.94173354
871,-0.3930472,2.4575956
872,0.5057661,0.73732173
873,-0.11628415,0.26329756
874,1.1595349,0.7972943
875,-1.2666175,1.4468529
878,0.29276133,-0.3801581
879,-0.38165548,1.218526
880,1.4079202,0.263189
881,-0.056212522,-0.63291943
882,0.6620311,0.5974208
883,-0.42425874,0.510759
884,0.7440354,0.9799311
885,1.4499587,0.36433077
886,0.2667768,1.3433545
888,-0.09377372,-1.1828554
889,-0.32092556,-0.30290648
890,-0.1572605,-1.105865
891,1.0839599,0.4500344
892,-0.6124767,-1.1233532
893,-0.4070087,1.894753
894,-1.434576,0.073125005
896,-1.1320477,1.0621845
897,-1.374747,1.5302819
898,-0.63082886,0.63843197
899,0.69342184,-0.4385622
901,-0.42462718,-1.2864703
903,0.23697664,-1.3485746
904,1.2139536,1.3551556
905,1.6121835,0.83089334
906,0.2429718,0.733493
907,-1.639746,0.13852508
908,-1.2172732,0.64783764
909,-1.1692803,0.14033605
911,-0.8047964,0.6758991
913,0.15795065,-0.44348383
914,-0.07170057,-1.5943364
915,0.3570415,-0.89064646
916,-0.3240084,-1.2048869
917,-0.21767619,-1.3978591
918,-0.13371286,-0.6425858
919,-0.67842126,-1.1754845
920,-0.472356,-1.0191056
921,-0.26532882,2.4327931
922,0.7108703,1.032082
923,-0.106490344,0.22416653
924,0.998347,-0.10751655
925,1.4614594,0.13159832
926,1.1986592,0.14213239
927,1.1435596,1.2530893
928,0.6005584,0.46522957
929,-0.15611897,0.08526111
930,-0.116403595,0.58622026
931,0.21988736,-0.3097781
932,0.2658691,-0.2884178
933,-0.83818334,0.07295178
934,-0.9666851,0.2718597
935,1.8191072,-0.19401497
936,-0.060226478,-0.80182976
937,-0.42987403,-0.5337077
938,0.72013694,0.28481823
939,1.3035657,-0.42961103
940,0.34578562,-0.057371315
941,-1.5337772,0.1701599
942,0.51253027,-1.3754331
943,-0.10035981,1.0552269
945,-0.28324488,0.33313096
946,1.0853778,-0.047595892
947,0.056421984,-1.5366545
948,1.3724666,-0.070731774
949,0.82382274,0.221098
950,0.572908,0.2747913
951,-0.18574208,0.0711225
952,-0.35552922,0.36857355
953,0.29993042,-1.2068943
954,0.16906497,-1.1876036
955,-0.7291824,-0.020513188
956,-0.66221315,0.25888416
957,-1.4646716,-0.10307414
959,1.6323167,0.49602962
960,1.025832,0.9603804
961,-1.1650535,0.29091153
962,0.013666529,-0.6812212
963,-1.0134144,0.08109336
964,-0.87678266,0.1608085
965,-0.05698864,0.3056025
966,-0.7828496,-0.641588
967,-0.7037103,-0.40169415
968,-0.8636683,-0.43967333
970,0.034277413,-1.3477391
971,-0.6753532,1.2961471
972,0.92818075,1.5128735
973,-1.1863598,1.5260233
974,-0.22728357,1.6337084
975,1.0107905,-0.012129461
976,-1.1650227,1.6273557
978,0.35353142,0.98191065
979,-0.29366165,1.9456307
981,-1.2305794,0.19795427
983,-0.40526038,1.1852275
984,1.2328255,0.74600935
985,-0.60780317,-0.27611253
986,0.09405801,0.37620643
987,-0.019794263,1.3718425
988,-0.15192342,-0.15742397
989,-1.0961987,0.1889806
990,-1.4337178,1.0795748
991,1.0823826,0.30398703
992,1.3578044,-0.19559108
993,0.7462557,-0.27858996
994,-0.6315014,-0.5179013
996,-0.7000596,-0.33116797
997,-0.9313497,0.19064958
998,0.7605536,-1.0600451
999,-0.2410351,0.2059928
1000,1.4489393,-0.0024111387
1001,-0.17547329,-1.5868201
1002,-0.43172508,-0.27620876
1003,1.5518507,0.2636557
1004,-2.010396,1.3647797
1006,-0.1484786,0.26616108
1007,0.81281126,-0.23222776
1008,1.9294274,0.6405051
1009,-0.2913875,-1.4763272
1010,0.79694074,1.3849449
1011,0.84051937,1.4801222
1012,0.99011606,0.9617002
1013,-0.6220204,0.00092275254
1014,-0.8976601,0.10872201
1016,-0.833504,0.2539113
1017,-1.4798151,0.23609594
1019,-0.65607107,0.34866074
1020,0.4028371,0.9974479
1021,-0.18031041,0.7846512
1022,-0.09924801,0.3518921
1023,0.31170934,-1.3081661
1024,0.34560183,-1.1770984
1025,-0.64195055,-0.25292856
1026,-0.32307845,-0.9243494
1027,-0.23554945,-1.2873216
1028,-0.17416683,-1.1248989
1029,-0.23260632,2.3082075
1030,0.3864103,0.8161542
1031,1.0219961,0.5450769
1033,-0.16769622,1.6524668
1034,-1.2748665,0.6002473
1035,1.1027564,-0.24963735
1036,-0.68670654,1.5353303
1037,1.3946317,0.6076503
1038,-0.73950994,1.3067219
1039,0.08264646,0.8852306
1040,-0.5654821,-0.0057397014
1041,-0.523863,1.2179444
1042,1.5213845,1.466843
1043,-0.15185441,-1.3263459
1044,-0.43506944,1.581754
1045,-1.233423,0.54135644
1046,-0.10984711,-0.3925839
1047,-0.24427874,-0.14568679
1048,0.81768495,0.87551373
1049,0.6778863,-0.3750473
1050,0.9296187,-0.5433772
1051,0.16825895,-0.3854696
1052,-0.25976714,-0.0008517341
1053,0.15027003,-0.16406481
1054,-0.49951515,0.50557786
1055,0.6299215,-0.19604401
1056,-0.5781319,-1.5682786
1058,-0.65188646,0.26576188
1059,1.5539752,-0.1081089
1060,0.63609725,-0.035408355
1061,0.28794128,-0.21347184
1063,0.19979908,-1.2532189
1066,0.28973365,0.51883656
1067,-0.47112158,0.3782899
1069,-0.9812911,1.6685877
1070,-0.12595189,-1.5124487
1072,-0.100963965,-1.716965
1073,0.023019265,0.6730625
1075,-0.17677525,0.039539963
1076,-0.957353,-0.57390624
1077,-0.73834413,-0.07700858
1078,-0.5899007,-0.15056388
1079,1.079798,-0.19498496
1080,0.22586308,-1.3422908
1081,-0.48908937,-1.028094
1082,0.19004399,-0.94239706
1084,-0.44430745,-0.9549483
1085,-0.6413526,-1.3896229
1086,0.16043784,0.92283595
1087,-0.6469185,0.2159272
1088,-0.55749065,1.1882854
1090,0.51423925,0.2527447
1091,1.2159371,0.1419592
1092,0.9059851,-0.59473675
1093,1.584246,-0.10007246
1094,-0.8376204,1.3280885
1095,-0.23949336,1.1667002
1096,0.88651615,0.016065914
1098,-0.25785935,1.6297852
1099,-0.38033924,1.465893
1100,1.2042575,1.082328
