"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1","Grüne",32,2,6,20,0.682206511497498,0.866666666666667,0.268772631883621,-0.367669761180878,0,0,0
"Legislator 2","FDP",26,8,7,19,0.607455313205719,0.75,-0.170686349272728,0.145381852984428,0,0,0
"Legislator 3","FDP",26,7,7,20,0.642747461795807,0.766666666666667,-0.133605346083641,0.177329063415527,0,0,0
"Legislator 4","Grüne",32,3,2,23,0.843971371650696,0.916666666666667,0.833403587341309,-0.108733557164669,0,0,0
"Legislator 5","glp",28,11,8,13,0.532835006713867,0.683333333333333,-0.0456660315394402,-0.170316994190216,0,0,0
"Legislator 6","CVP",30,8,3,19,0.616444885730743,0.816666666666667,-0.0886948630213737,-0.065958596765995,0,0,0
"Legislator 7","FDP",25,3,15,17,0.538267731666565,0.7,-0.278924524784088,-0.436065107584,0,0,0
"Legislator 8","Grüne",27,6,11,16,0.569772660732269,0.716666666666667,0.0452546551823616,-0.595535635948181,0,0,0
"Legislator 9","Grüne",33,4,2,21,0.79165256023407,0.9,0.290210008621216,-0.511282444000244,0,0,0
"Legislator 10","Grüne",38,1,0,21,0.91146045923233,0.983333333333333,0.648851037025452,0.0760955139994621,0,0,0
"Legislator 11","CVP",29,12,2,17,0.621912777423859,0.766666666666667,0.059148408472538,0.113789685070515,0,0,0
"Legislator 12","FDP",26,7,9,18,0.614569783210754,0.733333333333333,-0.114996887743473,0.325563758611679,0,0,0
"Legislator 13","glp",34,1,2,23,0.815892696380615,0.95,-0.00956481508910656,0.9027339220047,0,0,0
"Legislator 14","CVP",21,4,12,23,0.583616495132446,0.733333333333333,-0.197378411889076,-0.658361911773682,0,0,0
"Legislator 15","CVP",28,9,2,21,0.63206934928894,0.816666666666667,-0.0699994340538979,0.16499562561512,0,0,0
"Legislator 16","CVP",27,10,7,16,0.589397072792053,0.716666666666667,-0.0325295999646187,-0.00811887253075838,0,0,0
"Legislator 17","CVP",40,3,6,11,0.692707180976868,0.85,0.0718124210834503,0.185385391116142,0,0,0
"Legislator 18","BDP",34,7,4,15,0.67410546541214,0.816666666666667,-0.0413662865757942,0.35530224442482,0,0,0
"Legislator 19","glp",38,3,2,17,0.777434766292572,0.916666666666667,0.0122868604958057,0.561732232570648,0,0,0
"Legislator 20","FDP",19,6,5,30,0.694766223430634,0.816666666666667,-0.332256376743317,0.943189144134521,0,0,0
"Legislator 21","glp",31,4,4,21,0.764506638050079,0.866666666666667,-0.0717524737119675,0.997422516345978,0,0,0
"Legislator 22","SP",36,1,0,23,0.909754753112793,0.983333333333333,0.626761734485626,0.0725257322192192,0,0,0
"Legislator 23","CVP",25,8,2,25,0.642615377902985,0.833333333333333,-0.0826354548335075,-0.291619718074799,0,0,0
"Legislator 24","FDP",23,7,15,15,0.522659122943878,0.633333333333333,-0.131782293319702,-0.544395267963409,0,0,0
"Legislator 25","Grüne",30,5,7,18,0.70378977060318,0.8,0.206180050969124,-0.777983665466309,0,0,0
"Legislator 26","Grüne",35,2,0,23,0.901557922363281,0.966666666666667,0.645784497261047,-0.514758765697479,0,0,0
"Legislator 27","CVP",29,9,3,19,0.654556691646576,0.8,-0.0038914349861443,-0.0511538498103619,0,0,0
"Legislator 28","BDP",30,7,8,15,0.560938537120819,0.75,-0.0697731822729111,0.171940743923187,0,0,0
"Legislator 29","SP",34,2,3,21,0.838524103164673,0.916666666666667,0.42039680480957,-0.862589597702026,0,0,0
"Legislator 30","BDP",28,8,6,18,0.594891786575317,0.766666666666667,-0.0910070389509201,0.0553328134119511,0,0,0
"Legislator 31","SP",34,1,4,21,0.858397364616394,0.916666666666667,0.938587367534637,-0.233963429927826,0,0,0
"Legislator 32","SVP",24,2,2,32,0.80364602804184,0.933333333333333,-0.754494369029999,-0.529408991336823,0,0,0
"Legislator 33","SP",38,0,2,20,0.905565679073334,0.966666666666667,0.980704247951508,0.195497408509254,0,0,0
"Legislator 34","SVP",22,3,5,30,0.746742606163025,0.866666666666667,-0.511104702949524,0.0601299665868282,0,0,0
"Legislator 35","CVP",26,3,4,27,0.692963004112244,0.883333333333333,-0.346392512321472,0.30693331360817,0,0,0
"Legislator 36","Grüne",34,2,1,23,0.904352724552155,0.95,0.834704995155334,-0.192987143993378,0,0,0
"Legislator 37","Grüne",40,1,1,18,0.881136536598206,0.966666666666667,0.550809383392334,0.302869290113449,0,0,0
"Legislator 38","glp",32,7,3,18,0.7170490026474,0.833333333333333,-0.0230276063084602,0.999734878540039,0,0,0
"Legislator 39","Grüne",36,2,0,22,0.906381607055664,0.966666666666667,0.720823884010315,0.0699726864695549,0,0,0
"Legislator 40","Grüne",37,2,0,21,0.860154628753662,0.966666666666667,0.735393524169922,-0.0419782847166061,0,0,0
"Legislator 41","CVP",18,9,9,24,0.543806254863739,0.7,-0.167187318205833,-0.985925137996674,0,0,0
"Legislator 42","CVP",35,7,2,16,0.70376318693161,0.85,0.0594832040369511,-0.158264264464378,0,0,0
"Legislator 43","Grüne",32,2,1,25,0.897361218929291,0.95,0.607746183872223,-0.412976652383804,0,0,0
"Legislator 44","SP",33,1,1,25,0.867363154888153,0.966666666666667,0.486781537532806,-0.162773713469505,0,0,0
"Legislator 45","glp",31,6,4,19,0.707768142223358,0.833333333333333,-0.00747925182804465,0.540053427219391,0,0,0
"Legislator 46","Grüne",27,6,8,19,0.624495506286621,0.766666666666667,-0.0390750654041767,-0.601475894451141,0,0,0
"Legislator 47","SP",35,2,0,23,0.860797166824341,0.966666666666667,0.572948753833771,-0.00439654709771276,0,0,0
"Legislator 48","SP",38,1,1,20,0.896963179111481,0.966666666666667,0.41418045759201,-0.106165982782841,0,0,0
"Legislator 49","Grüne",40,1,0,19,0.908603370189667,0.983333333333333,0.645036280155182,-0.00682670855894685,0,0,0
"Legislator 50","Grüne",37,1,1,21,0.896594941616058,0.966666666666667,0.558360159397125,-0.106942534446716,0,0,0
"Legislator 51","CVP",23,8,12,17,0.552849173545837,0.666666666666667,-0.192650079727173,-0.214206516742706,0,0,0
"Legislator 52","CVP",29,7,3,21,0.691218793392181,0.833333333333333,-0.0830894932150841,0.244820415973663,0,0,0
"Legislator 53","CVP",25,8,0,27,0.665585815906525,0.866666666666667,-0.0707584097981453,-0.301625609397888,0,0,0
"Legislator 54","CVP",33,9,5,13,0.588195383548737,0.766666666666667,0.0248100496828556,0.246693387627602,0,0,0
"Legislator 55","BDP",26,12,5,17,0.582529723644257,0.716666666666667,-0.0716618523001671,0.446175962686539,0,0,0
"Legislator 56","SP",33,1,3,23,0.866780340671539,0.933333333333333,0.609569191932678,-0.283152192831039,0,0,0
"Legislator 57","SP",35,3,0,22,0.905011892318726,0.95,0.935851693153381,-0.352394282817841,0,0,0
"Legislator 58","FDP",18,7,5,30,0.688919603824615,0.8,-0.311063349246979,0.95038914680481,0,0,0
"Legislator 59","SVP",20,7,3,30,0.702422440052032,0.833333333333333,-0.499518185853958,-0.243060246109962,0,0,0
"Legislator 60","FDP",26,7,5,22,0.682205021381378,0.8,-0.198376998305321,0.980125784873962,0,0,0
"Legislator 61","SP",35,1,3,21,0.850699424743652,0.933333333333333,0.67400449514389,-0.432124495506287,0,0,0
"Legislator 62","Grüne",38,2,1,19,0.873538792133331,0.95,0.405049592256546,0.259052336215973,0,0,0
"Legislator 63","Grüne",36,2,3,19,0.770355463027954,0.916666666666667,0.317125737667084,-0.301737040281296,0,0,0
"Legislator 64","Grüne",35,1,3,21,0.853116631507874,0.933333333333333,0.906549394130707,-0.422099828720093,0,0,0
"Legislator 65","CVP",20,12,6,22,0.615565240383148,0.7,-0.23567196726799,-0.0965506806969643,0,0,0
"Legislator 66","BDP",32,9,7,12,0.584266543388367,0.733333333333333,0.0504152551293373,-0.221277713775635,0,0,0
"Legislator 67","SP",39,1,0,20,0.885947525501251,0.983333333333333,0.718505918979645,0.195024654269218,0,0,0
"Legislator 68","SP",32,8,2,18,0.698633134365082,0.833333333333333,0.106114886701107,-0.171060189604759,0,0,0
"Legislator 69","SP",35,1,0,24,0.931367635726929,0.983333333333333,0.850881993770599,-0.524105131626129,0,0,0
"Legislator 70","SP",32,5,1,22,0.795238196849823,0.9,0.362572610378265,-0.506710648536682,0,0,0
"Legislator 71","Grüne",36,1,1,22,0.899038136005402,0.966666666666667,0.785651326179504,-0.0830903872847557,0,0,0
"Legislator 72","CVP",32,4,11,13,0.56188029050827,0.75,-0.0439368411898613,-0.288750737905502,0,0,0
"Legislator 73","CVP",29,13,7,11,0.497328102588654,0.666666666666667,0.00887013599276543,-0.162023812532425,0,0,0
"Legislator 74","FDP",33,7,3,17,0.653878390789032,0.833333333333333,-0.100824855268002,0.449083238840103,0,0,0
"Legislator 75","SP",35,4,3,18,0.743740975856781,0.883333333333333,0.170144364237785,-0.356676816940308,0,0,0
"Legislator 76","Grüne",39,2,3,16,0.799990892410278,0.916666666666667,0.388423383235931,-0.0391002893447876,0,0,0
"Legislator 77","FDP",37,3,3,17,0.705529451370239,0.9,-0.00460429303348064,0.124553740024567,0,0,0
"Legislator 78","FDP",31,5,1,23,0.757060289382935,0.9,-0.174392908811569,0.984676122665405,0,0,0
"Legislator 79","BDP",30,5,8,17,0.584738671779633,0.783333333333333,-0.10676471889019,0.411073446273804,0,0,0
"Legislator 80","BDP",34,3,6,17,0.69085431098938,0.85,-0.084487073123455,0.526491165161133,0,0,0
"Legislator 81","SVP",23,3,8,26,0.662855207920074,0.816666666666667,-0.384577542543411,-0.202575206756592,0,0,0
"Legislator 82","Grüne",32,7,5,16,0.656993806362152,0.8,0.185496345162392,-0.224912568926811,0,0,0
"Legislator 83","CVP",28,8,3,21,0.650006413459778,0.816666666666667,-0.0351066254079342,-0.269141227006912,0,0,0
"Legislator 84","FDP",18,6,12,24,0.587958931922913,0.7,-0.316100925207138,-0.280842393636703,0,0,0
"Legislator 85","glp",37,4,1,18,0.753156661987305,0.916666666666667,-0.0250385291874409,0.697507798671722,0,0,0
"Legislator 86","SVP",20,7,7,26,0.658058941364288,0.766666666666667,-0.447597354650497,-0.384344518184662,0,0,0
"Legislator 87","BDP",33,6,6,15,0.595909535884857,0.8,-0.0677847862243652,0.311742067337036,0,0,0
"Legislator 88","Grüne",34,4,1,21,0.80584591627121,0.916666666666667,0.388536989688873,0.151073634624481,0,0,0
"Legislator 89","Grüne",33,2,3,22,0.846064150333405,0.916666666666667,0.450720131397247,-0.892665386199951,0,0,0
"Legislator 90","Grüne",29,5,0,26,0.815241992473602,0.916666666666667,0.582921624183655,-0.56483256816864,0,0,0
"Legislator 91","BDP",25,6,11,18,0.580851435661316,0.716666666666667,-0.19143907725811,-0.0743779763579369,0,0,0
"Legislator 92","Grüne",37,1,0,22,0.920371294021606,0.983333333333333,0.793020308017731,-0.0829746127128601,0,0,0
"Legislator 93","Grüne",35,1,1,23,0.877437829971313,0.966666666666667,0.671441316604614,-0.162250578403473,0,0,0
"Legislator 94","SVP",20,3,10,27,0.602760076522827,0.783333333333333,-0.333966761827469,-0.894855916500092,0,0,0
"Legislator 95","FDP",22,5,3,30,0.722243368625641,0.866666666666667,-0.369559854269028,0.69813072681427,0,0,0
"Legislator 96","CVP",24,3,7,26,0.657188594341278,0.833333333333333,-0.202996149659157,0.158273309469223,0,0,0
"Legislator 97","BDP",30,9,2,19,0.600840747356415,0.816666666666667,-0.0467019565403461,0.367307603359222,0,0,0
"Legislator 98","SP",33,3,1,23,0.871807217597961,0.933333333333333,0.696315169334412,-0.0286742746829987,0,0,0
"Legislator 99","SP",37,1,1,21,0.912546098232269,0.966666666666667,0.633110463619232,0.0413430817425251,0,0,0
"Legislator 100","SVP",20,2,3,35,0.807419002056122,0.916666666666667,-0.823022902011871,-0.0451117344200611,0,0,0
"Legislator 101","FDP",26,4,6,24,0.703810274600983,0.833333333333333,-0.241858631372452,0.970311522483826,0,0,0
"Legislator 102","FDP",18,7,10,25,0.585107326507568,0.716666666666667,-0.252324134111404,0.440732449293137,0,0,0
"Legislator 103","SVP",20,4,2,34,0.79760330915451,0.9,-0.64531660079956,0.248216226696968,0,0,0
"Legislator 104","FDP",24,10,3,23,0.592582821846008,0.783333333333333,-0.0557189658284187,-0.429755479097366,0,0,0
"Legislator 105","FDP",25,6,6,23,0.649194300174713,0.8,-0.118689462542534,-0.8171306848526,0,0,0
"Legislator 106","FDP",20,7,6,27,0.690787136554718,0.783333333333333,-0.271886557340622,0.7772656083107,0,0,0
"Legislator 107","glp",29,6,6,19,0.675693213939667,0.8,-0.0770381838083267,0.94106525182724,0,0,0
"Legislator 108","SVP",16,7,14,23,0.53170382976532,0.65,-0.312537848949432,-0.411609470844269,0,0,0
"Legislator 109","SVP",19,4,8,29,0.651629686355591,0.8,-0.303727388381958,-0.95275890827179,0,0,0
"Legislator 110","SVP",20,7,16,17,0.543112099170685,0.616666666666667,-0.185697481036186,-0.743013560771942,0,0,0
"Legislator 111","glp",34,3,2,21,0.793933868408203,0.916666666666667,-0.00744105037301779,0.999972403049469,0,0,0
"Legislator 112","glp",37,4,1,18,0.739591300487518,0.916666666666667,0.0170766655355692,0.643054187297821,0,0,0
"Legislator 113","Grüne",35,3,1,21,0.86957448720932,0.933333333333333,0.79248434305191,-0.264043360948563,0,0,0
"Legislator 114","Grüne",32,5,0,23,0.809677183628082,0.916666666666667,0.576586246490479,-0.61186546087265,0,0,0
"Legislator 115","CVP",28,7,5,20,0.629642367362976,0.8,-0.141916781663895,-0.179766908288002,0,0,0
"Legislator 116","Grüne",33,2,0,25,0.90558123588562,0.966666666666667,0.821443021297455,-0.11646357178688,0,0,0
"Legislator 117","FDP",21,3,6,30,0.731695532798767,0.85,-0.364564597606659,0.931178152561188,0,0,0
"Legislator 118","FDP",28,10,8,14,0.575579166412354,0.7,-0.0941464304924011,0.672267019748688,0,0,0
"Legislator 119","FDP",25,5,4,26,0.703191161155701,0.85,-0.273757427930832,0.821913421154022,0,0,0
"Legislator 120","CVP",31,10,2,17,0.608043313026428,0.8,-0.0204890947788954,-0.200439602136612,0,0,0
"Legislator 121","CVP",25,9,3,23,0.591077864170074,0.8,-0.091508686542511,-0.141156613826752,0,0,0
"Legislator 122","glp",36,3,2,19,0.807468891143799,0.916666666666667,0.248768329620361,0.881446540355682,0,0,0
"Legislator 123","SP",38,2,0,20,0.868007838726044,0.966666666666667,0.654520809650421,0.0241607800126076,0,0,0
"Legislator 124","SP",33,2,3,22,0.83528745174408,0.916666666666667,0.694379210472107,-0.246131852269173,0,0,0
"Legislator 125","SP",34,1,1,24,0.908319652080536,0.966666666666667,0.65492594242096,-0.39818087220192,0,0,0
"Legislator 126","SP",37,0,0,23,0.92769855260849,1,0.814670205116272,-0.435840308666229,0,0,0
"Legislator 127","FDP",20,5,1,34,0.777514278888702,0.9,-0.474790990352631,0.419329613447189,0,0,0
"Legislator 128","CVP",23,12,8,17,0.590326189994812,0.666666666666667,-0.0693932399153709,-0.637361764907837,0,0,0
"Legislator 129","CVP",28,11,3,18,0.595506429672241,0.766666666666667,-0.0309222154319286,0.0697188004851341,0,0,0
"Legislator 130","FDP",22,11,3,24,0.660141825675964,0.766666666666667,-0.155031949281693,0.987909436225891,0,0,0
"Legislator 131","SP",34,2,1,23,0.895596027374268,0.95,0.650101184844971,-0.304046839475632,0,0,0
"Legislator 132","FDP",30,7,1,22,0.71110987663269,0.866666666666667,-0.0870978832244873,0.544018745422363,0,0,0
"Legislator 133","Grüne",37,4,3,16,0.770319879055023,0.883333333333333,0.285037368535995,0.0186183340847492,0,0,0
"Legislator 134","Grüne",37,3,4,16,0.740935742855072,0.883333333333333,0.389368921518326,-0.0118869682773948,0,0,0
"Legislator 135","Grüne",37,1,0,22,0.902628004550934,0.983333333333333,0.632694900035858,0.051397830247879,0,0,0
"Legislator 136","Grüne",36,1,1,22,0.910381972789764,0.966666666666667,0.730615556240082,-0.164985463023186,0,0,0
"Legislator 137","Grüne",33,2,1,24,0.865850865840912,0.95,0.749749064445496,-0.112822853028774,0,0,0
"Legislator 138","CVP",22,5,2,31,0.6777503490448,0.883333333333333,-0.200441792607307,0.36941009759903,0,0,0
"Legislator 139","BDP",28,10,4,18,0.619626998901367,0.766666666666667,-0.0984279066324234,0.148075178265572,0,0,0
"Legislator 140","BDP",20,12,9,19,0.552615582942963,0.65,-0.0948431491851807,-0.301988810300827,0,0,0
"Legislator 141","SP",32,4,4,20,0.770320653915405,0.866666666666667,0.536676943302155,-0.430915206670761,0,0,0
"Legislator 142","SP",32,2,1,25,0.875748157501221,0.95,0.630965113639832,0.030379893258214,0,0,0
"Legislator 143","FDP",22,15,4,19,0.556529343128204,0.683333333333333,-0.119678661227226,0.145046770572662,0,0,0
"Legislator 144","Grüne",36,3,3,18,0.837421298027039,0.9,0.454957693815231,-0.250380158424377,0,0,0
"Legislator 145","glp",38,3,3,16,0.721687734127045,0.9,0.0324128270149231,0.757995128631592,0,0,0
"Legislator 146","SP",39,1,6,14,0.752328932285309,0.883333333333333,0.287831038236618,-0.315904587507248,0,0,0
"Legislator 147","FDP",20,5,7,28,0.691166639328003,0.8,-0.249824419617653,0.968291223049164,0,0,0
"Legislator 148","SVP",22,8,9,21,0.529945611953735,0.716666666666667,-0.220086738467216,0.0300320349633694,0,0,0
"Legislator 149","CVP",21,9,6,24,0.59510987997055,0.75,-0.129947155714035,-0.585017800331116,0,0,0
"Legislator 150","glp",37,2,2,19,0.752267360687256,0.933333333333333,-0.0295887105166912,0.754472434520721,0,0,0
"Legislator 151","Grüne",32,2,0,26,0.887927174568176,0.966666666666667,0.786511778831482,-0.587165772914886,0,0,0
"Legislator 152","Grüne",32,2,1,25,0.856794714927673,0.95,0.935425519943237,-0.353524088859558,0,0,0
"Legislator 153","SVP",17,8,3,32,0.690405666828156,0.816666666666667,-0.439021050930023,-0.685184597969055,0,0,0
"Legislator 154","glp",29,4,1,26,0.775110960006714,0.916666666666667,-0.149388954043388,0.988778531551361,0,0,0
"Legislator 155","Grüne",33,4,1,22,0.810864865779877,0.916666666666667,0.48475256562233,-0.495625019073486,0,0,0
"Legislator 156","CVP",29,12,2,17,0.647054493427277,0.766666666666667,0.0258704349398613,-0.230304390192032,0,0,0
"Legislator 157","CVP",24,6,7,23,0.621360957622528,0.783333333333333,-0.143970608711243,-0.24294039607048,0,0,0
"Legislator 158","CVP",25,9,2,24,0.639389634132385,0.816666666666667,-0.0790958851575851,-0.229386359453201,0,0,0
"Legislator 159","BDP",29,5,12,14,0.578491985797882,0.716666666666667,-0.0710854157805443,-0.0652174651622772,0,0,0
"Legislator 160","SP",37,0,0,23,0.92262214422226,1,0.68427175283432,0.183995693922043,0,0,0
"Legislator 161","SP",38,1,0,21,0.896995365619659,0.983333333333333,0.558159530162811,0.242112457752228,0,0,0
"Legislator 162","SVP",20,9,8,23,0.581592082977295,0.716666666666667,-0.191019356250763,-0.832278847694397,0,0,0
"Legislator 163","CVP",30,12,2,16,0.67569249868393,0.766666666666667,0.0271077994257212,-0.222324773669243,0,0,0
"Legislator 164","SVP",21,2,10,27,0.667964279651642,0.8,-0.359881371259689,-0.616615056991577,0,0,0
"Legislator 165","SVP",21,8,8,23,0.606873273849487,0.733333333333333,-0.199427917599678,-0.979912519454956,0,0,0
"Legislator 166","glp",37,2,4,17,0.803317427635193,0.9,0.216158613562584,0.673556625843048,0,0,0
"Legislator 167","SP",39,1,1,19,0.899098455905914,0.966666666666667,0.651800870895386,0.0578860454261303,0,0,0
"Legislator 168","glp",36,1,4,19,0.7815260887146,0.916666666666667,0.10612914711237,0.994352281093597,0,0,0
"Legislator 169","Grüne",34,2,1,23,0.865171432495117,0.95,0.665822327136993,-0.0902106836438179,0,0,0
"Legislator 170","Grüne",37,1,1,21,0.891035497188568,0.966666666666667,0.543658256530762,-0.0313681922852993,0,0,0
"Legislator 171","glp",35,6,2,17,0.71968537569046,0.866666666666667,0.17267794907093,0.10382591933012,0,0,0
"Legislator 172","SVP",23,2,14,21,0.594075739383698,0.733333333333333,-0.357364237308502,-0.681321740150452,0,0,0
"Legislator 173","SVP",24,2,10,24,0.671619355678558,0.8,-0.419344484806061,-0.456241846084595,0,0,0
"Legislator 174","Grüne",38,0,2,20,0.902398824691772,0.966666666666667,0.939736127853394,-0.341900527477264,0,0,0
"Legislator 175","FDP",20,13,4,23,0.631942391395569,0.716666666666667,-0.19672118127346,0.980459570884705,0,0,0
"Legislator 176","FDP",26,8,2,24,0.736625909805298,0.833333333333333,-0.147301435470581,0.854975283145905,0,0,0
"Legislator 177","Grüne",34,3,0,23,0.895704507827759,0.95,0.655002176761627,-0.60656863451004,0,0,0
"Legislator 178","BDP",24,7,3,26,0.642955303192139,0.833333333333333,-0.151304557919502,0.258489280939102,0,0,0
"Legislator 179","BDP",30,6,5,19,0.664133965969086,0.816666666666667,-0.0706913620233536,0.253152817487717,0,0,0
"Legislator 180","BDP",29,6,5,20,0.642945230007172,0.816666666666667,-0.0962227284908295,0.519689798355103,0,0,0
"Legislator 181","SP",32,5,1,22,0.791293680667877,0.9,0.324902206659317,-0.0932343229651451,0,0,0
"Legislator 182","SP",35,0,0,25,0.916971147060394,1,0.703611314296722,0.115272842347622,0,0,0
"Legislator 183","SP",34,4,0,22,0.891253590583801,0.933333333333333,0.699075698852539,-0.63787841796875,0,0,0
"Legislator 184","SP",33,5,1,21,0.788715183734894,0.9,0.430909216403961,-0.902395248413086,0,0,0
"Legislator 185","SP",37,2,1,20,0.844381272792816,0.95,0.374833971261978,0.041337676346302,0,0,0
"Legislator 186","SP",36,1,0,23,0.909365713596344,0.983333333333333,0.691750466823578,-0.517734467983246,0,0,0
"Legislator 187","SVP",15,6,1,38,0.695471346378326,0.883333333333333,-0.548196077346802,-0.230393528938293,0,0,0
"Legislator 188","glp",34,2,2,22,0.821339905261993,0.933333333333333,0.0842679813504219,0.996443152427673,0,0,0
"Legislator 189","CVP",30,10,1,19,0.662420511245728,0.816666666666667,0.0296978745609522,-0.0778334736824036,0,0,0
"Legislator 190","Grüne",36,1,0,23,0.916197776794434,0.983333333333333,0.813677668571472,-0.323757976293564,0,0,0
"Legislator 191","SP",37,2,1,20,0.844241738319397,0.95,0.4392049908638,0.0857090353965759,0,0,0
"Legislator 192","FDP",19,5,9,27,0.655720233917236,0.766666666666667,-0.264784872531891,0.522525310516357,0,0,0
"Legislator 193","SVP",22,2,6,30,0.764338076114655,0.866666666666667,-0.502426862716675,-0.221010595560074,0,0,0
"Legislator 194","BDP",25,9,8,18,0.576732516288757,0.716666666666667,-0.157254561781883,-0.0773264467716217,0,0,0
"Legislator 195","glp",34,1,2,23,0.828596115112305,0.95,0.0534259714186192,0.998571813106537,0,0,0
"Legislator 196","BDP",19,14,7,20,0.50782185792923,0.65,-0.061067495495081,-0.621659278869629,0,0,0
"Legislator 197","SP",31,1,3,25,0.872213900089264,0.933333333333333,0.828436076641083,-0.518354296684265,0,0,0
"Legislator 198","glp",35,4,3,18,0.735332667827606,0.883333333333333,-0.0707866847515106,0.997491538524628,0,0,0
"Legislator 199","glp",31,9,3,17,0.63071084022522,0.8,-0.0482967719435692,0.240611240267754,0,0,0
"Legislator 200","Grüne",34,3,3,20,0.786106407642365,0.9,0.4078708589077,-0.292553216218948,0,0,0
"Legislator 201","SVP",29,2,7,22,0.643262028694153,0.85,-0.299715906381607,0.00596147496253252,0,0,0
"Legislator 202","glp",36,3,3,18,0.764276504516602,0.9,0.112981915473938,0.993597030639648,0,0,0
"Legislator 203","FDP",18,13,4,25,0.617480337619781,0.716666666666667,-0.268583059310913,0.963256537914276,0,0,0
"Legislator 204","CVP",32,9,2,17,0.64970338344574,0.816666666666667,-0.0244512502104044,-0.279741644859314,0,0,0
"Legislator 205","CVP",25,6,15,14,0.582896828651428,0.65,-0.117116153240204,-0.839656591415405,0,0,0
"Legislator 206","CVP",29,8,7,16,0.635700166225433,0.75,-0.0727957636117935,-0.00467119971290231,0,0,0
"Legislator 207","BDP",36,1,1,22,0.877653896808624,0.966666666666667,0.927577018737793,-0.163378834724426,0,0,0
"Legislator 208","SP",36,1,1,22,0.897262036800385,0.966666666666667,0.856809496879578,0.292938500642776,0,0,0
"Legislator 209","SP",36,3,2,19,0.807867348194122,0.916666666666667,0.330649763345718,-0.209399297833443,0,0,0
"Legislator 210","SP",33,2,0,25,0.906012713909149,0.966666666666667,0.890459060668945,-0.455063313245773,0,0,0
"Legislator 211","SP",35,1,1,23,0.909947872161865,0.966666666666667,0.571653246879578,-0.257659941911697,0,0,0
"Legislator 212","SP",32,2,1,25,0.869064450263977,0.95,0.567270815372467,-0.388584673404694,0,0,0
"Legislator 213","SP",37,2,0,21,0.869623422622681,0.966666666666667,0.628592729568481,0.362391650676727,0,0,0
"Legislator 214","SP",37,1,7,15,0.707067608833313,0.866666666666667,0.267700552940369,-0.234285324811935,0,0,0
"Legislator 215","SP",37,2,2,19,0.861456632614136,0.933333333333333,0.519531786441803,-0.00760721648111939,0,0,0
"Legislator 216","FDP",23,9,6,22,0.59635865688324,0.75,-0.228495612740517,0.161135256290436,0,0,0
"Legislator 217","SVP",18,4,2,36,0.769114911556244,0.9,-0.769990146160126,-0.154517084360123,0,0,0
"Legislator 218","FDP",24,5,18,13,0.506053745746613,0.616666666666667,-0.179991915822029,-0.293857991695404,0,0,0
"Legislator 219","glp",32,8,5,15,0.655330717563629,0.783333333333333,0.115067318081856,0.119599603116512,0,0,0
"Legislator 220","glp",31,6,3,20,0.733738422393799,0.85,-0.0045836721546948,0.99998950958252,0,0,0
"Legislator 221","glp",29,5,4,22,0.68661630153656,0.85,-0.121400132775307,0.890295326709747,0,0,0
"Legislator 222","FDP",21,11,4,24,0.693820595741272,0.75,-0.199017941951752,0.914904654026031,0,0,0
"Legislator 223","SVP",17,6,9,28,0.571344017982483,0.75,-0.348299473524094,-0.916267514228821,0,0,0
"Legislator 224","glp",34,2,5,19,0.752924919128418,0.883333333333333,-0.008846340700984,0.999960958957672,0,0,0
"Legislator 225","SP",38,3,3,16,0.750895977020264,0.9,0.313293814659119,-0.0347290746867657,0,0,0
"Legislator 226","SVP",24,2,9,25,0.658899128437042,0.816666666666667,-0.38944661617279,-0.425470232963562,0,0,0
"Legislator 227","Grüne",35,1,3,21,0.839126706123352,0.933333333333333,0.446174830198288,0.104478560388088,0,0,0
"Legislator 228","BDP",30,11,3,16,0.556150138378143,0.766666666666667,-0.0521876811981201,-0.0439771823585033,0,0,0
"Legislator 229","Grüne",29,12,5,14,0.52869588136673,0.716666666666667,0.0679679289460182,-0.198651149868965,0,0,0
"Legislator 230","Grüne",31,5,0,24,0.836135625839233,0.916666666666667,0.427029252052307,-0.569432199001312,0,0,0
"Legislator 231","Grüne",35,3,3,19,0.773833274841309,0.9,0.956312119960785,-0.292347460985184,0,0,0
"Legislator 232","BDP",28,6,11,15,0.597179710865021,0.716666666666667,-0.0656780377030373,-0.394893646240234,0,0,0
"Legislator 233","BDP",22,2,11,25,0.647504329681396,0.783333333333333,-0.233743816614151,0.200447246432304,0,0,0
"Legislator 234","glp",36,7,3,14,0.666934669017792,0.833333333333333,0.0966692715883255,0.204380348324776,0,0,0
"Legislator 235","Grüne",37,4,2,17,0.783952593803406,0.9,0.267983764410019,0.457826972007751,0,0,0
"Legislator 236","SVP",19,5,10,26,0.62562745809555,0.75,-0.410409331321716,-0.418324768543243,0,0,0
"Legislator 237","FDP",29,8,1,22,0.724344491958618,0.85,-0.054018747061491,0.875040411949158,0,0,0
"Legislator 238","FDP",19,8,9,24,0.66543048620224,0.716666666666667,-0.307283610105515,0.798226058483124,0,0,0
"Legislator 239","CVP",25,11,9,15,0.551550924777985,0.666666666666667,-0.0394245348870754,-0.420140594244003,0,0,0
"Legislator 240","CVP",23,11,6,20,0.587384343147278,0.716666666666667,-0.201243072748184,-0.299178779125214,0,0,0
