"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 722","FDP",24,6,3,27,0.755665957927704,0.85,-0.107150577008724,0.99424284696579,0,0,0
"Legislator 723","FDP",26,6,3,25,0.686670780181885,0.85,-0.177824959158897,0.584595024585724,0,0,0
"Legislator 724","FDP",20,6,1,33,0.677739560604095,0.883333333333333,-0.30195164680481,0.511602938175201,0,0,0
"Legislator 725","CVP",24,9,7,20,0.574820697307587,0.733333333333333,-0.044485054910183,-0.615156173706055,0,0,0
"Legislator 726","CVP",22,8,6,24,0.598720073699951,0.766666666666667,-0.305752843618393,-0.000889622315298766,0,0,0
"Legislator 727","FDP",28,9,5,18,0.577533841133118,0.766666666666667,-0.123336710035801,0.0402296520769596,0,0,0
"Legislator 728","CVP",39,4,2,15,0.718515336513519,0.9,0.0824234709143639,0.0254590231925249,0,0,0
"Legislator 729","CVP",28,7,12,13,0.562305092811584,0.683333333333333,-0.143533065915108,-0.218577653169632,0,0,0
"Legislator 730","SP",36,1,1,22,0.887208938598633,0.966666666666667,0.711906611919403,-0.203921660780907,0,0,0
"Legislator 731","SP",34,5,2,19,0.756180584430695,0.883333333333333,0.306701600551605,-0.44810351729393,0,0,0
"Legislator 732","SP",39,1,6,14,0.739046931266785,0.883333333333333,0.311773002147675,0.0424168258905411,0,0,0
"Legislator 733","SVP",20,6,1,33,0.811629474163055,0.883333333333333,-0.667078375816345,0.303786545991898,0,0,0
"Legislator 734","SVP",17,7,12,24,0.561437666416168,0.683333333333333,-0.333179026842117,-0.253401905298233,0,0,0
"Legislator 735","SVP",20,2,1,37,0.842091798782349,0.95,-0.875272154808044,0.196846187114716,0,0,0
"Legislator 736","FDP",17,8,9,26,0.573647499084473,0.716666666666667,-0.206328779459,0.0330828577280045,0,0,0
"Legislator 737","FDP",23,10,9,18,0.56162828207016,0.683333333333333,-0.218287318944931,-0.198192164301872,0,0,0
"Legislator 738","FDP",23,5,9,23,0.638822197914124,0.766666666666667,-0.213816121220589,0.363591462373734,0,0,0
"Legislator 739","SVP",21,5,1,33,0.750103056430817,0.9,-0.623756289482117,-0.76655250787735,0,0,0
"Legislator 740","glp",35,5,4,16,0.668321132659912,0.85,0.0672299861907959,0.31556224822998,0,0,0
"Legislator 741","SVP",19,7,3,31,0.618858635425568,0.833333333333333,-0.325383692979813,-0.0682576224207878,0,0,0
"Legislator 742","glp",29,4,4,23,0.741656541824341,0.866666666666667,-0.078129380941391,0.95242840051651,0,0,0
"Legislator 743","SP",28,3,12,17,0.599934756755829,0.75,0.117338433861732,-0.893216073513031,0,0,0
"Legislator 744","FDP",20,4,12,24,0.594003260135651,0.733333333333333,-0.271063655614853,0.249111384153366,0,0,0
"Legislator 745","CVP",25,5,3,27,0.649167418479919,0.866666666666667,-0.189200565218925,-0.083335168659687,0,0,0
"Legislator 746","FDP",14,10,7,29,0.602878332138062,0.716666666666667,-0.284420549869537,0.531251549720764,0,0,0
"Legislator 747","FDP",30,4,4,22,0.745530962944031,0.866666666666667,-0.0804040506482124,0.996762335300446,0,0,0
"Legislator 748","FDP",22,7,4,27,0.621921300888062,0.816666666666667,-0.338419795036316,0.0484029911458492,0,0,0
"Legislator 749","SP",34,1,1,24,0.895650923252106,0.966666666666667,0.666312158107758,-0.541862368583679,0,0,0
"Legislator 750","CVP",29,8,1,22,0.677336931228638,0.85,0.00244440557435155,-0.204237297177315,0,0,0
"Legislator 751","Grüne",36,3,3,18,0.811780333518982,0.9,0.426324903964996,-0.194250762462616,0,0,0
"Legislator 752","glp",30,4,3,23,0.716750621795654,0.883333333333333,-0.119858853518963,0.992790877819061,0,0,0
"Legislator 753","Grüne",35,2,8,15,0.693969428539276,0.833333333333333,0.309634685516357,-0.575200617313385,0,0,0
"Legislator 754","SVP",24,1,4,31,0.800254881381989,0.916666666666667,-0.638480126857758,0.0482211224734783,0,0,0
"Legislator 755","BDP",29,7,6,18,0.636358678340912,0.783333333333333,-0.0246104039251804,-0.999697148799896,0,0,0
"Legislator 756","SVP",22,5,15,18,0.56384664773941,0.666666666666667,-0.311886191368103,-0.444663792848587,0,0,0
"Legislator 757","SVP",20,6,2,32,0.784468948841095,0.866666666666667,-0.596111118793488,-0.802901923656464,0,0,0
"Legislator 758","SVP",20,6,7,27,0.599049508571625,0.783333333333333,-0.26704403758049,-0.474222362041473,0,0,0
"Legislator 759","glp",32,6,1,21,0.725062727928162,0.883333333333333,0.103792116045952,0.521172106266022,0,0,0
"Legislator 760","Grüne",28,7,2,23,0.651656091213226,0.85,0.239665418863297,-0.644093215465546,0,0,0
"Legislator 761","Grüne",37,2,1,20,0.885755658149719,0.95,0.64521598815918,0.215376958250999,0,0,0
"Legislator 762","FDP",18,3,5,34,0.750342607498169,0.866666666666667,-0.37467223405838,0.912018895149231,0,0,0
"Legislator 763","FDP",23,2,0,35,0.767844080924988,0.966666666666667,-0.309638440608978,0.904222965240479,0,0,0
"Legislator 764","CVP",26,5,7,22,0.607065558433533,0.8,-0.262326002120972,-0.118640974164009,0,0,0
"Legislator 765","CVP",26,9,5,20,0.639291703701019,0.766666666666667,-0.108607821166515,-0.510556101799011,0,0,0
"Legislator 766","CVP",19,5,10,26,0.572403907775879,0.75,-0.290705889463425,-0.630087196826935,0,0,0
"Legislator 767","CVP",25,9,3,23,0.666754126548767,0.8,-0.0775976926088333,-0.354475319385529,0,0,0
"Legislator 768","CVP",25,9,6,20,0.56804221868515,0.75,-0.2081418633461,-0.555942535400391,0,0,0
"Legislator 769","SP",38,6,4,12,0.713446140289307,0.833333333333333,0.129527881741524,0.114977635443211,0,0,0
"Legislator 770","SP",38,0,0,22,0.910275220870972,1,0.606951057910919,0.211023762822151,0,0,0
"Legislator 771","SP",37,2,6,15,0.755910992622375,0.866666666666667,0.357540756464005,0.142798125743866,0,0,0
"Legislator 772","SP",37,1,2,20,0.846177160739899,0.95,0.357536196708679,-0.368239223957062,0,0,0
"Legislator 773","SP",38,2,1,19,0.861511647701263,0.95,0.761302769184113,-0.112138725817204,0,0,0
"Legislator 774","SP",40,1,1,18,0.822285115718842,0.966666666666667,0.277042865753174,0.0676288306713104,0,0,0
"Legislator 775","SP",37,3,1,19,0.859766364097595,0.933333333333333,0.457400470972061,-0.0198058448731899,0,0,0
"Legislator 776","Grüne",32,0,3,25,0.873101890087128,0.95,0.429081499576569,-0.72803407907486,0,0,0
"Legislator 777","SVP",22,2,4,32,0.810254037380219,0.9,-0.712207734584808,-0.0678790360689163,0,0,0
"Legislator 778","FDP",22,8,7,23,0.614361524581909,0.75,-0.222119808197021,0.569639027118683,0,0,0
"Legislator 779","FDP",25,13,2,20,0.612264513969421,0.75,-0.0772574618458748,0.126768618822098,0,0,0
"Legislator 780","glp",33,5,0,22,0.749441027641296,0.916666666666667,-0.0184030532836914,0.732665717601776,0,0,0
"Legislator 781","glp",28,6,3,23,0.741396725177765,0.85,-0.022289140149951,0.999751567840576,0,0,0
"Legislator 782","glp",32,2,3,23,0.784604907035828,0.916666666666667,-0.0845625102519989,0.996418237686157,0,0,0
"Legislator 783","FDP",18,10,6,26,0.663658618927002,0.733333333333333,-0.232331410050392,0.972636699676514,0,0,0
"Legislator 784","FDP",28,5,9,18,0.653358399868011,0.766666666666667,-0.184360533952713,0.517196595668793,0,0,0
"Legislator 785","CVP",31,8,1,20,0.675083339214325,0.85,-0.0636396408081055,0.0289924312382936,0,0,0
"Legislator 786","FDP",20,10,6,24,0.596828758716583,0.733333333333333,-0.226178005337715,-0.0134840300306678,0,0,0
"Legislator 787","FDP",25,9,3,23,0.631271183490753,0.8,-0.0769443213939667,0.095791183412075,0,0,0
"Legislator 788","FDP",33,11,4,12,0.60210520029068,0.75,0.0729967802762985,0.0719404593110085,0,0,0
"Legislator 789","CVP",28,9,1,22,0.667126893997192,0.833333333333333,-0.0639019310474396,-0.0701123550534248,0,0,0
"Legislator 790","CVP",18,11,11,20,0.563616275787354,0.633333333333333,-0.229236215353012,-0.360366255044937,0,0,0
"Legislator 791","glp",34,2,2,22,0.8354212641716,0.933333333333333,0.132913634181023,0.991127610206604,0,0,0
"Legislator 792","glp",35,7,4,14,0.667009472846985,0.816666666666667,0.191194429993629,-0.114767991006374,0,0,0
"Legislator 793","glp",30,5,9,16,0.589593291282654,0.766666666666667,0.127960532903671,-0.50540030002594,0,0,0
"Legislator 794","glp",28,7,8,17,0.588247418403625,0.75,-0.128030046820641,0.173225179314613,0,0,0
"Legislator 795","glp",37,1,2,20,0.827169477939606,0.95,0.1619533598423,0.986798346042633,0,0,0
"Legislator 796","glp",33,8,2,17,0.683238327503204,0.833333333333333,0.0359104238450527,0.0662507265806198,0,0,0
"Legislator 797","SVP",25,9,14,12,0.536781311035156,0.616666666666667,-0.101380631327629,-0.83716756105423,0,0,0
"Legislator 798","SP",37,2,1,20,0.861551463603973,0.95,0.56989985704422,0.0267381705343723,0,0,0
"Legislator 799","CVP",16,10,13,21,0.528607666492462,0.616666666666667,-0.24705545604229,-0.0624569207429886,0,0,0
"Legislator 800","CVP",22,7,5,26,0.620843708515167,0.8,-0.197321578860283,-0.0499916933476925,0,0,0
"Legislator 801","glp",30,6,0,24,0.718068182468414,0.9,-0.0752198174595833,0.738626956939697,0,0,0
"Legislator 802","Grüne",34,1,0,25,0.939173460006714,0.983333333333333,0.831491470336914,-0.555537581443787,0,0,0
"Legislator 803","glp",34,2,2,22,0.828863561153412,0.933333333333333,0.103032507002354,0.994678020477295,0,0,0
"Legislator 804","glp",32,7,3,18,0.674695312976837,0.833333333333333,-0.0627105608582497,0.504873931407928,0,0,0
"Legislator 805","BDP",26,11,6,17,0.591460347175598,0.716666666666667,-0.100005470216274,0.0626484826207161,0,0,0
"Legislator 806","BDP",25,8,13,14,0.557409584522247,0.65,0.00401824852451682,-0.539629459381104,0,0,0
"Legislator 807","BDP",19,12,8,21,0.556613028049469,0.666666666666667,-0.153081893920898,-0.671461224555969,0,0,0
"Legislator 808","Grüne",37,2,0,21,0.899354815483093,0.966666666666667,0.648257374763489,0.0240969937294722,0,0,0
"Legislator 809","Grüne",33,2,4,21,0.790196537971497,0.9,0.47994589805603,-0.469470590353012,0,0,0
"Legislator 810","CVP",22,13,6,19,0.553244054317474,0.683333333333333,-0.0799201726913452,-0.371973186731339,0,0,0
"Legislator 811","CVP",22,10,3,25,0.645952880382538,0.783333333333333,-0.155319839715958,-0.269477993249893,0,0,0
"Legislator 812","CVP",20,11,5,24,0.6153684258461,0.733333333333333,-0.0481695309281349,-0.508534669876099,0,0,0
"Legislator 813","FDP",31,3,3,23,0.791829884052277,0.9,-0.0607370510697365,0.998153805732727,0,0,0
"Legislator 814","FDP",24,5,6,25,0.646421492099762,0.816666666666667,-0.22156535089016,0.629597961902618,0,0,0
"Legislator 815","CVP",20,12,2,26,0.621118545532227,0.766666666666667,-0.243252113461494,-0.339678823947906,0,0,0
"Legislator 816","CVP",39,4,5,12,0.630750596523285,0.85,0.131153896450996,0.0475111491978168,0,0,0
"Legislator 817","CVP",19,6,2,33,0.632102310657501,0.866666666666667,-0.146432682871819,-0.526166081428528,0,0,0
"Legislator 818","CVP",24,9,2,25,0.638249635696411,0.816666666666667,-0.106315799057484,-0.286277830600739,0,0,0
"Legislator 819","BDP",22,12,9,17,0.525558531284332,0.65,-0.151426494121552,-0.121329575777054,0,0,0
"Legislator 820","SP",37,1,7,15,0.7127885222435,0.866666666666667,0.282324492931366,-0.269559293985367,0,0,0
"Legislator 821","SP",34,1,7,18,0.716800630092621,0.866666666666667,0.0941769927740097,-0.825486660003662,0,0,0
"Legislator 822","BDP",29,5,8,18,0.615721106529236,0.783333333333333,0.0767895951867104,-0.80461597442627,0,0,0
"Legislator 823","SP",34,0,0,26,0.940502524375916,1,0.785690486431122,-0.315699934959412,0,0,0
"Legislator 824","SVP",26,1,9,24,0.6637162566185,0.833333333333333,-0.433599293231964,-0.280696719884872,0,0,0
"Legislator 825","FDP",20,4,6,30,0.703060507774353,0.833333333333333,-0.320213884115219,0.622882008552551,0,0,0
"Legislator 826","SVP",18,11,4,27,0.629054427146912,0.75,-0.424845576286316,-0.46193665266037,0,0,0
"Legislator 827","SVP",21,3,4,32,0.726585209369659,0.883333333333333,-0.518123626708984,-0.160807028412819,0,0,0
"Legislator 828","glp",29,5,5,21,0.71197110414505,0.833333333333333,-0.037401407957077,0.999300360679626,0,0,0
"Legislator 829","SVP",21,6,3,30,0.683194935321808,0.85,-0.467123806476593,-0.609180390834808,0,0,0
"Legislator 830","SVP",20,6,4,30,0.637883126735687,0.833333333333333,-0.331108510494232,0.110644310712814,0,0,0
"Legislator 831","SVP",23,2,6,29,0.702854216098785,0.866666666666667,-0.516274094581604,-0.187524825334549,0,0,0
"Legislator 832","CVP",23,10,4,23,0.638973593711853,0.766666666666667,-0.127745807170868,-0.436573415994644,0,0,0
"Legislator 833","CVP",23,5,13,19,0.590013027191162,0.7,-0.29558539390564,-0.354747027158737,0,0,0
"Legislator 834","FDP",25,8,3,24,0.690799474716187,0.816666666666667,-0.152403280138969,0.705857694149017,0,0,0
"Legislator 835","CVP",32,5,9,14,0.613719284534454,0.766666666666667,0.0155193200334907,-0.383929789066315,0,0,0
"Legislator 836","FDP",21,12,11,16,0.560149073600769,0.616666666666667,-0.222198769450188,-0.168881833553314,0,0,0
"Legislator 837","CVP",17,9,4,30,0.64935290813446,0.783333333333333,-0.403999954462051,-0.0338730253279209,0,0,0
"Legislator 838","CVP",34,9,4,13,0.644124329090118,0.783333333333333,0.0676683112978935,-0.116082273423672,0,0,0
"Legislator 839","CVP",22,11,3,24,0.606847822666168,0.766666666666667,-0.126653045415878,-0.194004729390144,0,0,0
"Legislator 840","SVP",25,2,8,25,0.687451720237732,0.833333333333333,-0.421798378229141,-0.641564190387726,0,0,0
"Legislator 841","FDP",28,7,3,22,0.673355042934418,0.833333333333333,-0.12635126709938,0.688317537307739,0,0,0
"Legislator 842","glp",35,5,5,15,0.756257355213165,0.833333333333333,-0.014448001049459,0.999895632266998,0,0,0
"Legislator 843","glp",33,6,4,17,0.68155163526535,0.833333333333333,0.0630577728152275,0.448677271604538,0,0,0
"Legislator 844","glp",26,5,8,21,0.609297037124634,0.783333333333333,-0.018630038946867,-0.526720583438873,0,0,0
"Legislator 845","Grüne",36,2,10,12,0.656251847743988,0.8,0.0933485850691795,-0.487202107906342,0,0,0
"Legislator 846","SVP",23,6,15,16,0.550693094730377,0.65,-0.140689179301262,-0.990053832530975,0,0,0
"Legislator 847","SP",36,1,1,22,0.882642447948456,0.966666666666667,0.647168219089508,0.252825796604156,0,0,0
"Legislator 848","CVP",19,9,9,23,0.578683614730835,0.7,-0.204331904649734,-0.113193981349468,0,0,0
"Legislator 849","glp",34,4,1,21,0.786725521087646,0.916666666666667,-0.0250572953373194,0.999686062335968,0,0,0
"Legislator 850","Grüne",33,3,0,24,0.908425688743591,0.95,0.838198661804199,-0.545365035533905,0,0,0
"Legislator 851","BDP",21,12,12,15,0.535491406917572,0.6,-0.0684875622391701,-0.178745582699776,0,0,0
"Legislator 852","glp",37,5,2,16,0.743214130401611,0.883333333333333,-0.0687164515256882,0.900127589702606,0,0,0
"Legislator 853","SVP",22,3,6,29,0.681896567344666,0.85,-0.367342740297318,-0.9300856590271,0,0,0
"Legislator 854","BDP",25,7,7,21,0.587479531764984,0.766666666666667,-0.173879444599152,-0.0282609686255455,0,0,0
"Legislator 855","glp",36,3,1,20,0.786120593547821,0.933333333333333,0.0385792814195156,0.601683557033539,0,0,0
"Legislator 856","glp",31,4,2,23,0.72632509469986,0.9,-0.140809163451195,0.990036725997925,0,0,0
"Legislator 857","Grüne",35,3,1,21,0.882166802883148,0.933333333333333,0.672100365161896,-0.535837590694427,0,0,0
"Legislator 858","FDP",22,7,6,25,0.621082127094269,0.783333333333333,-0.338826388120651,0.0813948437571526,0,0,0
"Legislator 859","FDP",23,3,1,33,0.749301671981812,0.933333333333333,-0.379173040390015,0.665613174438477,0,0,0
"Legislator 860","FDP",20,10,4,26,0.635629892349243,0.766666666666667,-0.217404887080193,0.381836533546448,0,0,0
"Legislator 861","CVP",28,7,1,24,0.675708830356598,0.866666666666667,-0.0896023362874985,-0.223889619112015,0,0,0
"Legislator 862","CVP",24,15,3,18,0.562247395515442,0.7,-0.141143903136253,-0.155740454792976,0,0,0
"Legislator 863","CVP",21,8,6,25,0.630833387374878,0.766666666666667,-0.206817537546158,-0.624438464641571,0,0,0
"Legislator 864","CVP",23,9,0,28,0.653861820697784,0.85,-0.149176225066185,-0.415631890296936,0,0,0
"Legislator 865","CVP",24,7,7,22,0.61148190498352,0.766666666666667,-0.141850337386131,-0.238241523504257,0,0,0
"Legislator 866","FDP",20,7,9,24,0.639871180057526,0.733333333333333,-0.299455672502518,0.2782341837883,0,0,0
"Legislator 867","CVP",18,10,11,21,0.555104315280914,0.65,-0.281523525714874,-0.197690293192863,0,0,0
"Legislator 868","CVP",28,8,7,17,0.595393896102905,0.75,-0.132014319300652,-0.0614894554018974,0,0,0
"Legislator 869","SP",37,2,2,19,0.821133553981781,0.933333333333333,0.397003978490829,0.167616501450539,0,0,0
"Legislator 870","SP",38,1,3,18,0.810081422328949,0.933333333333333,0.309790968894958,0.199543789029121,0,0,0
"Legislator 871","SP",34,3,5,18,0.686387419700623,0.866666666666667,0.084526464343071,-0.445943802595139,0,0,0
"Legislator 872","SP",36,2,3,19,0.825753808021545,0.916666666666667,0.543905913829803,-0.10259610414505,0,0,0
"Legislator 873","SP",39,1,0,20,0.909973680973053,0.983333333333333,0.573897421360016,0.0448144339025021,0,0,0
"Legislator 874","Grüne",35,2,1,22,0.80947881937027,0.95,0.323414236307144,-0.446057885885239,0,0,0
"Legislator 875","SVP",20,2,4,34,0.790881454944611,0.9,-0.633018553256989,0.0613264515995979,0,0,0
"Legislator 876","FDP",18,12,4,26,0.597180008888245,0.733333333333333,-0.232969895005226,-0.119713768362999,0,0,0
"Legislator 877","FDP",21,10,5,24,0.624780178070068,0.75,-0.214006632566452,0.423419773578644,0,0,0
"Legislator 878","SVP",18,7,1,34,0.718782842159271,0.866666666666667,-0.572875738143921,-0.353617519140244,0,0,0
"Legislator 879","SVP",27,5,7,21,0.63518750667572,0.8,-0.21075114607811,-0.977539718151093,0,0,0
"Legislator 880","glp",33,6,1,20,0.739374399185181,0.883333333333333,0.00289367488585413,0.869564712047577,0,0,0
"Legislator 881","SVP",21,6,7,26,0.644337892532349,0.783333333333333,-0.435969918966293,-0.520323157310486,0,0,0
"Legislator 882","glp",28,4,5,23,0.730883717536926,0.85,-0.104848064482212,0.994488179683685,0,0,0
"Legislator 883","SVP",20,6,5,29,0.658219456672668,0.816666666666667,-0.375115394592285,-0.31219220161438,0,0,0
"Legislator 884","FDP",20,4,14,22,0.588735461235046,0.7,-0.269123017787933,0.260283201932907,0,0,0
"Legislator 885","CVP",28,7,8,17,0.620359420776367,0.75,-0.0662407875061035,-0.39125406742096,0,0,0
"Legislator 886","SVP",19,6,5,30,0.665172159671783,0.816666666666667,-0.359788477420807,-0.251849710941315,0,0,0
"Legislator 887","FDP",13,14,1,32,0.574213266372681,0.75,-0.296514272689819,0.773410141468048,0,0,0
"Legislator 888","SP",35,2,2,21,0.828222095966339,0.933333333333333,0.567353069782257,-0.245957791805267,0,0,0
"Legislator 889","SVP",15,8,2,35,0.625455617904663,0.833333333333333,-0.491751879453659,-0.247573643922806,0,0,0
"Legislator 890","CVP",21,10,10,19,0.571578681468964,0.666666666666667,-0.251331627368927,-0.455755889415741,0,0,0
"Legislator 891","CVP",26,10,7,17,0.565316617488861,0.716666666666667,0.00411236146464944,-0.328940898180008,0,0,0
"Legislator 892","CVP",29,8,3,20,0.722784161567688,0.816666666666667,0.0686326771974564,-0.472555071115494,0,0,0
"Legislator 893","FDP",19,6,9,26,0.573175191879272,0.75,-0.221138015389442,0.677741229534149,0,0,0
"Legislator 894","glp",36,4,2,18,0.761298179626465,0.9,0.139458611607552,0.225127965211868,0,0,0
"Legislator 895","glp",30,4,8,18,0.694670021533966,0.8,0.104950211942196,0.604542315006256,0,0,0
"Legislator 896","BDP",29,9,11,11,0.492645978927612,0.666666666666667,-0.00701377773657441,-0.200610637664795,0,0,0
"Legislator 897","BDP",26,10,7,17,0.609589099884033,0.716666666666667,0.0142737720161676,-0.516307592391968,0,0,0
"Legislator 898","glp",36,4,5,15,0.642448961734772,0.85,0.0420069098472595,0.367806732654572,0,0,0
"Legislator 899","CVP",19,9,3,29,0.627157807350159,0.8,-0.199505820870399,-0.18600495159626,0,0,0
"Legislator 900","CVP",41,1,12,6,0.586694717407227,0.783333333333333,0.0346540622413158,-0.130139261484146,0,0,0
"Legislator 901","Grüne",34,2,0,24,0.902918994426727,0.966666666666667,0.84901612997055,-0.507271945476532,0,0,0
"Legislator 902","BDP",23,12,6,19,0.544431209564209,0.7,-0.159775614738464,-0.253341048955917,0,0,0
"Legislator 903","glp",33,4,0,23,0.80781227350235,0.933333333333333,-0.0139504140242934,0.999902725219727,0,0,0
"Legislator 904","glp",35,5,10,10,0.61158287525177,0.75,-0.0610552057623863,0.0859647393226624,0,0,0
"Legislator 905","glp",32,7,4,17,0.635797023773193,0.816666666666667,-0.0104580307379365,0.398870825767517,0,0,0
"Legislator 906","Grüne",38,3,2,17,0.811269581317902,0.916666666666667,0.403756380081177,0.097635492682457,0,0,0
"Legislator 907","BDP",23,12,7,18,0.547486126422882,0.683333333333333,-0.110940836369991,0.0716962963342667,0,0,0
"Legislator 908","BDP",22,7,17,14,0.514774739742279,0.6,-0.125733479857445,-0.584967255592346,0,0,0
"Legislator 909","SVP",22,4,6,28,0.688584327697754,0.833333333333333,-0.476170182228088,-0.553082823753357,0,0,0
"Legislator 910","Grüne",35,1,1,23,0.91653162240982,0.966666666666667,0.825781881809235,-0.127424493432045,0,0,0
"Legislator 911","Grüne",36,1,3,20,0.856761157512665,0.933333333333333,0.896288156509399,-0.44347208738327,0,0,0
"Legislator 912","FDP",21,3,14,22,0.582412004470825,0.716666666666667,-0.263572305440903,0.28087505698204,0,0,0
"Legislator 913","CVP",29,9,6,16,0.581320583820343,0.75,-0.0407378375530243,-0.313930422067642,0,0,0
"Legislator 914","CVP",24,7,7,22,0.630591332912445,0.766666666666667,-0.0348583422601223,-0.496465504169464,0,0,0
"Legislator 915","CVP",27,11,2,20,0.648476302623749,0.783333333333333,-0.0673722848296165,-0.349275141954422,0,0,0
"Legislator 916","FDP",21,10,9,20,0.498403489589691,0.683333333333333,-0.102256879210472,-0.608582556247711,0,0,0
"Legislator 917","glp",32,10,2,16,0.679641306400299,0.8,0.0624993517994881,0.4494788646698,0,0,0
"Legislator 918","SP",38,1,0,21,0.915306210517883,0.983333333333333,0.450484782457352,0.0715703666210175,0,0,0
"Legislator 919","SP",35,2,1,22,0.87337601184845,0.95,0.443359375,-0.530199110507965,0,0,0
"Legislator 920","SP",36,1,3,20,0.794550657272339,0.933333333333333,0.548882246017456,-0.0632357448339462,0,0,0
"Legislator 921","SP",30,6,4,20,0.694835603237152,0.833333333333333,0.199340626597404,-0.46441838145256,0,0,0
"Legislator 922","Grüne",32,3,4,21,0.747443497180939,0.883333333333333,0.521928548812866,-0.852989196777344,0,0,0
"Legislator 923","FDP",18,4,10,28,0.67975777387619,0.766666666666667,-0.306876301765442,0.441021740436554,0,0,0
"Legislator 924","FDP",29,8,10,13,0.563009262084961,0.7,-0.0523446016013622,-0.198905065655708,0,0,0
"Legislator 925","SVP",19,3,8,30,0.652027428150177,0.816666666666667,-0.338216155767441,-0.303111493587494,0,0,0
"Legislator 926","BDP",28,6,9,17,0.62345165014267,0.75,-0.124703586101532,0.318370372056961,0,0,0
"Legislator 927","glp",29,5,3,23,0.755578577518463,0.866666666666667,-0.0815795212984085,0.996666848659515,0,0,0
"Legislator 928","glp",34,9,2,15,0.684259653091431,0.816666666666667,0.0411225073039532,0.573777139186859,0,0,0
"Legislator 929","glp",31,8,4,17,0.706661343574524,0.8,-0.00451844744384289,0.999989807605743,0,0,0
"Legislator 930","SVP",20,6,8,26,0.624144375324249,0.766666666666667,-0.371244519948959,-0.390258967876434,0,0,0
"Legislator 931","SVP",15,12,2,31,0.671703398227692,0.766666666666667,-0.355114370584488,0.0533363819122314,0,0,0
"Legislator 932","glp",32,6,4,18,0.674223840236664,0.833333333333333,-0.080684244632721,0.58657968044281,0,0,0
"Legislator 933","SVP",22,1,5,32,0.775585889816284,0.9,-0.541210114955902,-0.211158618330956,0,0,0
"Legislator 934","SVP",21,5,7,27,0.672902643680573,0.8,-0.422904700040817,-0.232443377375603,0,0,0
"Legislator 935","FDP",21,4,4,31,0.721115708351135,0.866666666666667,-0.282084137201309,0.959389686584473,0,0,0
"Legislator 936","FDP",26,7,5,22,0.697794854640961,0.8,-0.182003378868103,0.983297944068909,0,0,0
"Legislator 937","CVP",22,8,8,22,0.627830982208252,0.733333333333333,-0.176379650831223,0.252316266298294,0,0,0
"Legislator 938","CVP",30,9,0,21,0.676866173744202,0.85,-0.0334001146256924,-0.155282512307167,0,0,0
"Legislator 939","FDP",23,7,10,20,0.58134937286377,0.716666666666667,-0.192290857434273,-0.0438462123274803,0,0,0
"Legislator 940","FDP",25,9,3,23,0.718782663345337,0.8,-0.142821833491325,0.989748418331146,0,0,0
"Legislator 941","SVP",19,9,2,30,0.648273825645447,0.816666666666667,-0.446907043457031,-0.642136931419373,0,0,0
"Legislator 942","Grüne",33,2,1,24,0.848504483699799,0.95,0.581795334815979,-0.655736565589905,0,0,0
"Legislator 943","FDP",20,6,3,31,0.677368104457855,0.85,-0.217635005712509,0.590255081653595,0,0,0
"Legislator 944","CVP",31,9,6,14,0.571857452392578,0.75,0.000453869259217754,-0.241212368011475,0,0,0
"Legislator 945","CVP",29,6,10,15,0.594046831130981,0.733333333333333,-0.0467754267156124,-0.583731949329376,0,0,0
"Legislator 946","glp",37,2,3,18,0.772976398468018,0.916666666666667,-0.0387037172913551,0.999250829219818,0,0,0
"Legislator 947","glp",40,1,4,15,0.797700345516205,0.916666666666667,0.311910718679428,0.388688504695892,0,0,0
"Legislator 948","glp",34,3,2,21,0.770701110363007,0.916666666666667,-0.0881290435791016,0.864487290382385,0,0,0
"Legislator 949","glp",32,8,7,13,0.604349553585052,0.75,-0.0487232469022274,0.256769925355911,0,0,0
"Legislator 950","SP",31,2,3,24,0.864266037940979,0.916666666666667,0.511087536811829,-0.235279560089111,0,0,0
"Legislator 951","BDP",17,16,8,19,0.546959757804871,0.6,-0.147638708353043,-0.121509566903114,0,0,0
"Legislator 952","Grüne",36,3,0,21,0.879129469394684,0.95,0.565911650657654,-0.00707283103838563,0,0,0
"Legislator 953","Grüne",31,5,1,23,0.688432931900024,0.9,0.261253386735916,-0.863454282283783,0,0,0
"Legislator 954","SVP",20,3,4,33,0.776637554168701,0.883333333333333,-0.732739210128784,0.302481234073639,0,0,0
"Legislator 955","glp",34,4,3,19,0.729259192943573,0.883333333333333,-0.033276654779911,0.999446272850037,0,0,0
"Legislator 956","CVP",22,12,8,18,0.525088787078857,0.666666666666667,-0.130376130342484,0.0907712578773499,0,0,0
"Legislator 957","CVP",21,9,10,20,0.57928204536438,0.683333333333333,-0.128635868430138,-0.37064978480339,0,0,0
"Legislator 958","CVP",22,10,4,24,0.588678181171417,0.766666666666667,-0.0775874108076096,-0.109338037669659,0,0,0
"Legislator 959","CVP",28,9,5,18,0.610064446926117,0.766666666666667,-0.0680230259895325,0.216676637530327,0,0,0
"Legislator 960","Grüne",36,3,1,20,0.854070544242859,0.933333333333333,0.555465698242188,-0.831539392471313,0,0,0
"Legislator 961","Grüne",34,3,3,20,0.785629391670227,0.9,0.588317811489105,0.0556274242699146,0,0,0
